depth_cm,AC,DC
1.4050000000000002,9.154754034090908e-09,1.8905678941368078e-06
1.415,9.066306212121212e-09,1.8091710272435897e-06
1.4249999999999998,8.976824176136364e-09,1.6560099555921052e-06
1.435,8.955811875e-09,1.5459528509615386e-06
1.4449999999999998,9.000591477272726e-09,1.4801217291666666e-06
1.455,9.005349318181818e-09,1.393671738301282e-06
1.4649999999999999,8.961820568181818e-09,1.265108027724359e-06
1.475,8.863603465909091e-09,1.1487121802884613e-06
1.4849999999999999,8.803122272727272e-09,1.0776317535256409e-06
1.495,8.790189450757575e-09,1.0403926644230767e-06
1.505,8.818469990530303e-09,1.0406288602564103e-06
1.5150000000000001,8.78910002840909e-09,1.0251010972312703e-06
1.525,8.753984403409091e-09,9.965755692307694e-07
1.5350000000000001,8.631716732954546e-09,1.0314527077302632e-06
1.545,8.477328683712122e-09,1.0525018762820513e-06
1.5550000000000002,8.30127034090909e-09,1.0013291810897437e-06
1.565,8.159859744318181e-09,9.709287038461537e-07
1.5750000000000002,8.274819565217393e-09,9.823643697916668e-07
1.585,8.571727890625e-09,1.0050764895833332e-06
1.5950000000000002,8.651390390625e-09,9.619024133333333e-07
1.605,8.759768437499999e-09,8.726400962500001e-07
1.6150000000000002,8.72082921875e-09,7.9894239875e-07
1.625,8.777992500000002e-09,7.592017329166666e-07
1.6350000000000002,8.80259796875e-09,7.294378508695652e-07
1.645,8.843478359375e-09,6.897644208333335e-07
1.6550000000000002,8.88595890625e-09,6.291651529166666e-07
1.665,9.08860328125e-09,6.209065808333334e-07
1.675,9.270524843750001e-09,5.865356820833333e-07
1.685,9.165921171875001e-09,5.653813175e-07
1.6949999999999998,9.160615703125e-09,5.232222941666668e-07
1.705,9.200772109375e-09,4.424758998333334e-07
1.7149999999999999,9.203601015625e-09,4.445868451666666e-07
1.725,9.132928359375e-09,4.695193022083333e-07
1.7349999999999999,9.118256953125e-09,4.4946712925e-07
1.745,9.138165390625e-09,4.1502049966666663e-07
1.755,9.215823203125e-09,4.35556715652174e-07
1.7650000000000001,9.446618828125e-09,4.374567070416667e-07
1.775,9.526778984375e-09,4.329326975833333e-07
1.7850000000000001,9.360573359375001e-09,3.9929346195833337e-07
1.795,9.825606490384616e-09,3.4292454997916663e-07
1.8050000000000002,1.0291192734375e-08,3.2875299334583337e-07
1.815,1.0438600390625e-08,3.0208806123749997e-07
1.8250000000000002,1.0386885e-08,3.481733469809523e-07
1.835,,
1.8450000000000002,,
1.855,,
1.8650000000000002,,
1.875,,
1.8850000000000002,,
1.895,,
1.9050000000000002,,
1.915,,
1.925,,
1.935,,
1.9449999999999998,,
1.955,,
1.9649999999999999,,
1.975,,
1.9849999999999999,,
1.995,,
2.005,,
2.0149999999999997,,
2.025,,
2.035,,
2.045,,
2.0549999999999997,,
2.0649999999999995,,
2.0749999999999997,,
2.085,,
2.0949999999999998,,
2.1049999999999995,,
2.1149999999999998,,
2.125,,
2.135,,
2.1449999999999996,,
2.155,,
2.165,,
2.175,,
2.1849999999999996,,
2.195,,
2.205,,
2.215,,
2.2249999999999996,,
2.235,,
2.245,,
2.255,,
2.2649999999999997,,
2.275,,
2.285,,
2.295,,
2.3049999999999997,,
2.315,,
2.3249999999999997,,
2.335,,
2.3449999999999998,,
2.3549999999999995,,
2.3649999999999998,,
2.375,,
2.385,,
2.3949999999999996,,
2.405,,
2.415,,
2.425,,
2.4349999999999996,,
2.445,,
2.455,,
2.465,,
2.4749999999999996,,
2.485,,
2.495,,
2.505,,
2.5149999999999997,,
2.525,,
2.535,,
2.545,,
2.5549999999999997,,
2.565,,
2.5749999999999997,,
2.585,,
2.5949999999999998,,
2.6049999999999995,9.937689743589743e-09,7.857912576923078e-07
2.6149999999999998,9.736607083333332e-09,8.527819453124999e-07
2.625,9.544929791666668e-09,9.442873833333333e-07
2.635,9.074319194915255e-09,9.289253693452381e-07
2.6449999999999996,9.0394134375e-09,9.214403904513889e-07
2.655,9.08078028125e-09,9.733682920138888e-07
2.665,9.02762340625e-09,1.0381755022569444e-06
2.675,9.0648205625e-09,1.0926246286458333e-06
2.6849999999999996,9.01454703125e-09,1.2261370679577464e-06
2.695,9.014976499999999e-09,1.2116269177083335e-06
2.705,8.966002687499999e-09,1.1601860671428573e-06
2.715,8.985395125e-09,1.1418948836805556e-06
2.7249999999999996,9.119513052083333e-09,1.1512979140625002e-06
2.735,9.26778653125e-09,1.2499608583333333e-06
2.745,9.577697750000002e-09,1.5229184932118056e-06
2.755,9.85448175e-09,2.176889315798611e-06
2.7649999999999997,1.031784875e-08,2.7140084930555556e-06
2.775,1.06250745625e-08,3.0436349791666668e-06
2.785,1.097223846153846e-08,3.3428156944444445e-06
2.795,1.127551309375e-08,3.5195652728873237e-06
2.8049999999999997,1.1662744260416668e-08,3.815564585069444e-06
2.815,1.174265896875e-08,3.961334580357143e-06
2.8249999999999997,1.19085251875e-08,4.052537480902779e-06
2.835,1.2278217156250003e-08,4.265941565972222e-06
2.8449999999999998,1.27032014375e-08,4.538355788194445e-06
2.8549999999999995,1.307444553125e-08,4.842536409722223e-06
2.8649999999999998,1.3327333187500002e-08,5.0626999461805555e-06
2.875,1.3558649729166666e-08,5.230609204861111e-06
2.885,1.3782882625e-08,5.422056899305555e-06
2.8949999999999996,1.401563659375e-08,5.571211548611111e-06
2.905,1.4103333749999999e-08,5.551342730633804e-06
2.915,1.4035506812500002e-08,5.4594799357142865e-06
2.925,1.4048673062499999e-08,5.554458399305556e-06
2.9349999999999996,1.398984959375e-08,5.607150263888889e-06
2.945,1.3793552781250002e-08,5.460177664930556e-06
2.955,1.346540303125e-08,5.29930046875e-06
2.965,1.308001509375e-08,4.9910834704861104e-06
2.9749999999999996,1.28092985e-08,4.773808586805556e-06
2.985,1.2649084625e-08,4.5601906631944446e-06
2.995,1.2730721374999998e-08,4.549451036458333e-06
3.005,1.257674665625e-08,4.4622800625000005e-06
3.0149999999999997,1.2468179781249998e-08,4.417636008802818e-06
3.025,1.2541065468749999e-08,4.494856667857143e-06
3.035,1.256734546875e-08,4.554397017361112e-06
3.045,1.26160878125e-08,4.617515635416666e-06
3.0549999999999997,1.2420238593750002e-08,4.636500315972223e-06
3.065,1.2141960374999999e-08,4.544873753472223e-06
3.075,1.2061755468749999e-08,4.508543321180555e-06
3.085,1.1816159625000001e-08,4.368227513888888e-06
3.0949999999999998,1.1521024999999999e-08,4.235254842013889e-06
3.1049999999999995,1.1134006468750001e-08,4.081813239583333e-06
3.1149999999999998,1.0946197875e-08,3.9433187218309855e-06
3.125,1.065309496875e-08,3.8523096336805555e-06
3.135,1.0486634968750001e-08,3.695393721428572e-06
3.1449999999999996,1.0366117781249999e-08,3.6202431180555556e-06
3.155,1.0347053156250001e-08,3.6142678784722226e-06
3.165,1.0363443076923078e-08,3.6212101684027783e-06
3.175,1.0471041739583334e-08,3.698334564236111e-06
3.1849999999999996,1.0466711499999998e-08,3.7256004496527776e-06
3.195,1.0651184625e-08,3.776857282986111e-06
3.205,1.0661247125000003e-08,3.8008351736111115e-06
3.215,1.10356965625e-08,3.963655055555555e-06
3.2249999999999996,1.146511521875e-08,4.0248162852112675e-06
3.235,1.19410910625e-08,4.084631117857143e-06
3.245,1.2083817405063294e-08,4.1839018272727275e-06
3.255,1.212270714285714e-08,4.438663986111111e-06
3.2649999999999997,,
3.275,,
3.285,,
3.295,1.34818043125e-08,3.475743484848485e-06
3.3049999999999997,1.29334288671875e-08,3.4919711712962963e-06
3.315,1.2658758789062502e-08,3.5415741763285023e-06
3.325,1.2525944873595506e-08,3.6203198268398273e-06
3.335,1.2745478385416665e-08,4.387619625e-06
3.3449999999999998,1.2608370052083333e-08,4.510807763392857e-06
3.3549999999999995,1.2450742656250001e-08,4.465093696428571e-06
3.3649999999999998,1.2356462864583334e-08,4.454114311011905e-06
3.375,1.2234954296875001e-08,4.412092141369048e-06
3.385,1.2090877916666667e-08,4.342678748511904e-06
3.3949999999999996,1.2083713645833334e-08,4.389171509063445e-06
3.405,1.227690328125e-08,4.558995992559524e-06
3.415,1.22716621875e-08,4.601474046130953e-06
3.425,1.2151108151041668e-08,4.681698098214286e-06
3.4349999999999996,1.2209143307291666e-08,4.740558093272171e-06
3.445,1.2296715703125e-08,4.719245438988095e-06
3.455,1.2404428307291667e-08,4.777402869047619e-06
3.465,1.2552713020833334e-08,4.870325697916667e-06
3.4749999999999996,1.2586494557291667e-08,4.846186730654762e-06
3.485,1.2482119609375001e-08,4.762258046130953e-06
3.495,1.2530152005208334e-08,4.905249867559524e-06
3.505,1.2421599479166667e-08,4.802607519637463e-06
3.5149999999999997,1.2386643463541668e-08,4.7981247827380945e-06
3.525,1.2434384088541667e-08,4.857092157738096e-06
3.535,1.241196763888889e-08,4.694979876488095e-06
3.545,1.254235037326389e-08,4.7655633244047616e-06
3.5549999999999997,1.26854021875e-08,4.8093936758409785e-06
3.565,1.2989474956597222e-08,5.00975540625e-06
3.575,1.3054390434027778e-08,4.962055822916667e-06
3.585,1.299450500529661e-08,4.931387001488095e-06
3.5949999999999998,1.3059356979166668e-08,5.053219556547619e-06
3.6049999999999995,1.310153079861111e-08,5.115009430059523e-06
3.6149999999999998,1.3101534071180555e-08,5.121018720238096e-06
3.625,1.3061152708333331e-08,5.080903635951662e-06
3.635,1.2898764322916668e-08,4.983227017857143e-06
3.6449999999999996,1.2666960208333334e-08,4.845152754464286e-06
3.655,1.2439336197916666e-08,4.666932830357143e-06
3.665,1.2522278559027778e-08,4.700364622324158e-06
3.675,1.2587971848958333e-08,4.779992889880953e-06
3.6849999999999996,1.2720148463541667e-08,4.923938183035714e-06
3.695,1.2975755703125e-08,4.965606171130952e-06
3.705,1.3050097664930557e-08,4.933591119047619e-06
3.715,1.3208024791666668e-08,4.942810592261905e-06
3.7249999999999996,1.3199568177083334e-08,4.9539460610119044e-06
3.735,1.334018537289916e-08,5.055514569486405e-06
3.745,1.3354900859374999e-08,5.077548418154762e-06
3.755,1.344409421875e-08,5.204960321428571e-06
3.7649999999999997,1.344665861111111e-08,5.231003703869048e-06
3.775,1.3329490807291667e-08,5.24863883779762e-06
3.785,1.3346859270833335e-08,5.2343485825688075e-06
3.795,1.3140414869791666e-08,5.055410047619047e-06
3.8049999999999997,1.2884992135416668e-08,4.975441206845238e-06
3.815,1.2811752057291667e-08,5.057490110119048e-06
3.825,1.2772785651041667e-08,5.026536177083333e-06
3.835,1.2627874843750002e-08,4.905006858630952e-06
3.8449999999999998,1.2447400104166667e-08,4.816547577380952e-06
3.8549999999999995,1.2254801614583334e-08,4.713470641993957e-06
3.8649999999999998,1.2097344947916667e-08,4.611045849702381e-06
3.875,1.1947835286458333e-08,4.511142742559524e-06
3.885,1.2098520546875001e-08,4.627382799107143e-06
3.8949999999999996,1.206124099826389e-08,4.626223081845237e-06
3.905,1.2300060963541668e-08,4.700629873088685e-06
3.915,1.2662483515625e-08,4.8029024970238095e-06
3.925,1.3158291458333334e-08,5.063895273809524e-06
3.9349999999999996,1.3849613984375e-08,5.3761982842261896e-06
3.945,1.4369071302083334e-08,5.666686816964285e-06
3.955,1.4812758098958334e-08,5.766590159226191e-06
3.965,1.524222190104167e-08,5.986327483383686e-06
3.9749999999999996,1.5554755078125003e-08,6.110329098214286e-06
3.985,1.5999868385416666e-08,6.31148713095238e-06
3.995,1.6380253515625e-08,6.63933687202381e-06
4.005,1.6427006197916667e-08,6.472421796130953e-06
4.015,1.64817375e-08,6.539345288990825e-06
4.025,1.62441978125e-08,6.58709854017857e-06
4.035,1.6068860807291665e-08,6.657287386904762e-06
4.045,1.5884457161458332e-08,6.472523892857142e-06
4.055,1.5613020546875e-08,6.3947466681547625e-06
4.0649999999999995,1.544036497395833e-08,6.339592773809523e-06
4.075,1.530128234375e-08,6.330255787202382e-06
4.085,1.5133926953125e-08,6.1593874138972805e-06
4.095,1.4984025442708333e-08,6.101124169642856e-06
4.1049999999999995,1.481826953125e-08,6.060421037202381e-06
4.115,1.4730148177083333e-08,5.916128089285714e-06
4.125,1.4599066458333333e-08,6.022757973214286e-06
4.135,1.4332730755208332e-08,5.788169643730887e-06
4.145,1.4076763723958334e-08,5.606932373511905e-06
4.154999999999999,1.4007151901041667e-08,5.5057037648809526e-06
4.165,1.3754552083333332e-08,5.55936284077381e-06
4.175,1.3338230546875e-08,5.274347677083333e-06
4.185,1.2953427838541666e-08,5.10157659672619e-06
4.195,1.2528515807291667e-08,4.964436080060423e-06
4.205,1.2213300260416666e-08,4.771777355654762e-06
4.215,1.1752280781250001e-08,4.5579062529761905e-06
4.225,1.1344485625e-08,4.2868611235119045e-06
4.234999999999999,1.0974060699152543e-08,4.042564269345238e-06
4.245,1.0319363567708333e-08,3.6096749270833334e-06
4.255,9.789369322916668e-09,3.179211402293578e-06
4.265,9.298893255208334e-09,2.714237526785714e-06
4.275,8.865310052083333e-09,2.225200412202381e-06
4.285,8.606356848958335e-09,1.8931869104166668e-06
4.295,8.667498671875e-09,1.7411956321428572e-06
4.305,8.840071493055555e-09,1.8817589482142859e-06
4.3149999999999995,8.960731484375e-09,2.1325440826283993e-06
4.325,9.029577369791665e-09,2.3269580709821432e-06
4.335,9.254294635416667e-09,2.4901433467261906e-06
4.345,9.340601171875e-09,2.536946794940476e-06
4.355,9.545587578781513e-09,2.4699134047619046e-06
4.365,9.617924227528089e-09,1.8772287566810345e-06
4.375,9.90118828125e-09,1.580270083101852e-06
4.385,,1.5019986111111112e-06
4.395,,
4.404999999999999,,
4.415,,
4.425,,
4.435,,
4.445,,
4.455,,
4.465,,
4.475,,
4.484999999999999,,
4.495,,
4.505,,
4.515,,
4.525,,
4.535,,
4.545,,
4.555,,
4.5649999999999995,,
4.575,,
4.585,,
4.595,,
4.605,,
4.615,,
4.625,,
4.635,,
4.645,,
4.654999999999999,,
4.665,,
4.675,1.7127436458333335e-08,6.088366450000001e-06
4.685,1.682294711956522e-08,6.697721714285714e-06
4.695,1.6086553153409092e-08,6.837107913690476e-06
4.705,1.5146657869318185e-08,6.62240418154762e-06
4.715,1.4072699659090911e-08,6.028448166666667e-06
4.725,1.2879624375e-08,5.2414069464285715e-06
4.734999999999999,1.1704801846590908e-08,4.407010847891566e-06
4.745,1.0935102386363636e-08,3.734946623511905e-06
4.755,1.0891987215909092e-08,3.5543176026785713e-06
4.765,1.0888206988636364e-08,3.6248749255952382e-06
4.775,1.0931111988636365e-08,3.830440425595238e-06
4.785,1.1036959924242426e-08,3.886404133435582e-06
4.795,1.1080692017045452e-08,3.8064365892857145e-06
4.805,1.106909740530303e-08,3.7732058616071428e-06
4.8149999999999995,1.1082188039772726e-08,3.966887063988095e-06
4.825,1.1169867642045456e-08,4.146594321428571e-06
4.835,1.1188315454545456e-08,4.26128590922619e-06
4.845,1.1243555624999999e-08,4.3723696596385544e-06
4.855,1.1100562759815242e-08,4.227476456845238e-06
4.865,1.061311684659091e-08,3.969049931547619e-06
4.875,1.0457099204545456e-08,3.64072580952381e-06
4.885,1.0221704772727272e-08,3.2032174508928575e-06
4.895,1.0010367244318181e-08,2.9932493095238094e-06
4.904999999999999,9.84871940340909e-09,2.8303422361963187e-06
4.915,9.728053636363637e-09,2.7300568779761903e-06
4.925,9.646425852272728e-09,2.789044733630952e-06
4.935,9.624572310606061e-09,2.931113598214286e-06
4.945,9.622056837121214e-09,2.924564055059523e-06
4.955,9.701078636363636e-09,3.0315102740963855e-06
4.965,9.78232099431818e-09,3.081710377976191e-06
4.975,1.001502065340909e-08,3.3612760372023813e-06
4.984999999999999,1.0218188323863638e-08,3.6084079360119047e-06
4.995,1.0566736732954546e-08,3.978652130952381e-06
5.005,1.1030552897727274e-08,4.397466763392857e-06
5.015,1.1538747329545454e-08,4.834479708588957e-06
5.025,1.1846722727272727e-08,5.118900693452381e-06
5.035,1.2228943380681819e-08,5.314479206845239e-06
5.045,1.2388251107954545e-08,5.495653325892857e-06
5.055,1.2331582017045454e-08,5.642752690476191e-06
5.0649999999999995,1.2124239248853211e-08,5.602537246987952e-06
5.075,1.2137621505681819e-08,5.665136824404761e-06
5.085,1.2249009801136365e-08,5.6805323883928575e-06
5.095,1.2486544318181819e-08,5.794902230654761e-06
5.105,1.2600567329545455e-08,5.894388197916668e-06
5.115,1.289730741477273e-08,6.082531001488095e-06
5.125,1.3227735539772726e-08,6.199824156441716e-06
5.135,1.3296257954545456e-08,6.202062919642857e-06
5.145,1.3202388589015152e-08,6.173366745535715e-06
5.154999999999999,1.3054514734848485e-08,6.133705691964286e-06
5.165,1.2942587642045455e-08,5.939803940476191e-06
5.175,1.2962032642045454e-08,5.895862757440476e-06
5.185,1.2731990767045453e-08,5.7975528704819276e-06
5.195,1.252946463068182e-08,5.577107492559524e-06
5.205,1.2190825426136365e-08,5.349590186011904e-06
5.215,1.1841580880681819e-08,5.036346416666667e-06
5.225,1.1331143096590909e-08,4.519651290178571e-06
5.234999999999999,1.0991152897727273e-08,4.1238048913690475e-06
5.245,1.0853168749999998e-08,3.900320961656442e-06
5.255,1.0677907528409091e-08,3.7698706324404765e-06
5.265,1.0652171590909092e-08,3.7138229107142853e-06
5.275,1.0529677528409092e-08,3.56938259672619e-06
5.285,1.0400828948863637e-08,3.390052629464286e-06
5.295,1.0212044204545455e-08,3.1725182243975906e-06
5.305,1.0130372642045455e-08,3.043577958333333e-06
5.3149999999999995,1.021208752840909e-08,3.2317688407738092e-06
5.325,1.0365248863636363e-08,3.5980167157738098e-06
5.335,1.0811239924242426e-08,4.067298730654763e-06
5.345,1.1126259185606061e-08,4.483039072916666e-06
5.355,1.1225675426136363e-08,4.682835246932515e-06
5.365,1.1188782727272727e-08,4.6549636711309525e-06
5.375,1.0969418011363637e-08,4.610350334821428e-06
5.385,1.0729492301136364e-08,4.412239617559524e-06
5.395,1.048173331439394e-08,4.203122296130952e-06
5.404999999999999,1.0472243892045455e-08,4.177478996987951e-06
5.415,1.0883824797921478e-08,4.320306904761905e-06
5.425,1.1752821420454546e-08,4.661025416666666e-06
5.435,1.2712775198863635e-08,5.128616544642857e-06
5.445,1.3348289147727272e-08,5.63189803125e-06
5.455,1.374049565340909e-08,5.788424961309523e-06
5.465,1.389487715909091e-08,5.792492607142857e-06
5.475,1.399619028409091e-08,5.705485148773006e-06
5.484999999999999,1.3963890511363637e-08,5.7883449642857146e-06
5.495,1.388257911931818e-08,5.779908669642857e-06
5.505,1.3802166590909092e-08,5.779645389880952e-06
5.515,1.3567950000000002e-08,5.684200191964285e-06
5.525,1.3237572727272727e-08,5.543538108433735e-06
5.535,1.3058024176136363e-08,5.6557468139880955e-06
5.545,1.2815671789772727e-08,5.405519892857142e-06
5.555,1.2729889034090907e-08,5.320588959821429e-06
5.5649999999999995,1.2718152301136365e-08,5.514394486607143e-06
5.575,1.2705264431818184e-08,5.356872683035714e-06
5.585,1.2690478295454547e-08,5.013388786809815e-06
5.595,1.2471802840909091e-08,4.758265952380952e-06
5.605,1.2275597045454545e-08,4.222314476190476e-06
5.615,1.243643309659091e-08,3.7983554330357147e-06
5.625,1.2793983903365909e-08,3.4054311643518524e-06
5.635,1.367263286637931e-08,3.1453404779411764e-06
5.645,,
5.654999999999999,,
5.665,,
5.675,,
5.685,,
5.695,,
5.705,,
5.715,,
5.725,,
5.734999999999999,1.344305875e-08,4.497337160714285e-06
5.745,1.3283475937500002e-08,4.477400738095238e-06
5.755,1.3146413080357142e-08,4.405242038690476e-06
5.765,1.294785299107143e-08,4.4598124761904765e-06
5.775,1.276186861607143e-08,4.591995657738096e-06
5.785,1.2716918035714285e-08,4.728553696428571e-06
5.795,1.2877621160714286e-08,5.038043639751553e-06
5.805,1.2833985625e-08,5.218637544642857e-06
5.8149999999999995,1.2876417083333333e-08,5.452351672619048e-06
5.825,1.3006212693452381e-08,5.579159907738095e-06
5.835,1.2957470758928571e-08,5.450770163690476e-06
5.845,1.2948002946428573e-08,5.375557514880952e-06
5.855,1.3023148883928572e-08,5.153685955357143e-06
5.865,1.2931181160714286e-08,4.772031e-06
5.875,1.2871876026785714e-08,4.438352982142857e-06
