depth_cm,AC,DC
8.485,1.1486565000000003e-08,2.6725371428571424e-06
8.495000000000001,1.11834271875e-08,2.60537299702381e-06
8.504999999999999,1.0842581971153847e-08,2.8998549362244895e-06
8.515,1.0602797968749999e-08,3.7770883556231003e-06
8.524999999999999,1.0394448151041667e-08,3.6298993497023807e-06
8.535,1.0204925078125e-08,3.531487046130952e-06
8.544999999999998,1.0047293229166668e-08,3.4489845416666662e-06
8.555,9.899493385416665e-09,3.4217304002976185e-06
8.564999999999998,9.776706692708333e-09,3.4215999494047616e-06
8.575,9.617846484375e-09,3.392245872023809e-06
8.584999999999997,9.547258984375002e-09,3.2729817529761904e-06
8.594999999999999,9.514433072916667e-09,3.280928196428571e-06
8.604999999999997,9.539851822916665e-09,3.3157922797619046e-06
8.614999999999998,9.471210312500001e-09,3.23536079331307e-06
8.624999999999996,9.340834114583334e-09,3.185451382978724e-06
8.634999999999998,9.239851041666667e-09,3.05295305952381e-06
8.644999999999996,9.160873671875002e-09,2.9323567068452385e-06
8.654999999999998,9.099000104166669e-09,2.784618678571428e-06
8.664999999999996,9.046110625000001e-09,2.6790233913690475e-06
8.674999999999997,8.961884375e-09,2.6270579791666664e-06
8.684999999999995,8.910724869791666e-09,2.646764998511905e-06
8.694999999999997,8.935256145833332e-09,2.6423288571428572e-06
8.704999999999995,8.851615911458335e-09,2.6305377589285717e-06
8.714999999999996,8.867436901041666e-09,2.6154175416666666e-06
8.724999999999994,8.873233880208334e-09,2.5936504981762917e-06
8.734999999999996,8.850671067708333e-09,2.635248611094225e-06
8.744999999999994,8.880611197916667e-09,2.6184617336309527e-06
8.754999999999995,8.884377890625e-09,2.646791587797619e-06
8.764999999999993,8.894187948312237e-09,2.6458950714285715e-06
8.774999999999995,8.87988140625e-09,2.616075032738095e-06
8.784999999999993,8.841974348958333e-09,2.5964410848214286e-06
8.794999999999995,8.801210546875e-09,2.571067626488096e-06
8.804999999999993,8.799299192708334e-09,2.5519586011904765e-06
8.814999999999994,8.812216953125e-09,2.5398650431547618e-06
8.824999999999992,8.818491015625001e-09,2.6057522767857143e-06
8.834999999999994,8.819467395833334e-09,2.5372122765957446e-06
8.844999999999992,8.864051354166667e-09,2.529437758928571e-06
8.854999999999993,8.867006276041666e-09,2.5982764665653493e-06
8.864999999999991,8.874333932291668e-09,2.597929857142857e-06
8.874999999999993,8.892770026041666e-09,2.5909921383928568e-06
8.884999999999991,8.87161609375e-09,2.558315873511905e-06
8.894999999999992,8.844359713541665e-09,2.539778050595238e-06
8.90499999999999,8.874345199652776e-09,2.5331831398809525e-06
8.914999999999992,8.870747626582279e-09,2.4438979910714286e-06
8.92499999999999,8.837237239583333e-09,2.426945418154761e-06
8.934999999999992,8.886387604166666e-09,2.4600606101190475e-06
8.94499999999999,8.834246979166668e-09,2.4106914863221888e-06
8.954999999999991,8.781902552083334e-09,2.3635651056547616e-06
8.96499999999999,8.768709557291668e-09,2.406844074468085e-06
8.97499999999999,8.800653177083334e-09,2.336893918154762e-06
8.984999999999989,8.810367187500001e-09,2.1963161770833334e-06
8.99499999999999,8.854604973958333e-09,2.138181834821429e-06
9.004999999999988,8.880518880208333e-09,2.149440055059524e-06
9.01499999999999,8.876984505208333e-09,2.1437415788690475e-06
9.024999999999988,8.896304348958332e-09,2.1710667202380953e-06
