depth,d18O,dD,dxs,CH4,CO,CO2,concentration,XL,large,medium,small,total_counts,small_percentage,large_percentage,XL_percentage,flow_rate
0,-36.16466635,-289.652359,-0.335028152,596.1602215,0.05532,37.86412,2451.693812,,,,,,,,,0.064439415
0.02,-36.0947851,-289.3287263,-0.57044553,594.9680962,0.061823529,39.64652941,2036.517636,,,,,,,,,0.064647902
0.04,-36.07181759,-288.7936282,-0.219087484,594.0194831,0.056848485,43.76009091,4722.915757,,,,,,,,,0.065267787
0.06,-36.08636803,-289.1464436,-0.455499378,594.6961162,0.065818182,48.74609091,1653.496195,,,,,,,,,0.06507848
0.08,-36.25703091,-289.1400551,0.916192215,597.5959727,0.062787879,48.97915152,1844.347893,,,,,,,,,0.064974489
0.1,-36.14222083,-289.088218,0.049548644,601.9135367,0.060727273,55.76375758,1881.924619,,,,,,,,,0.065157639
0.12,-36.15840249,-289.0526532,0.214566681,607.165499,0.063484848,57.77718182,1734.852568,,,,,,,,,0.064094622
0.14,-36.22645679,-289.0037123,0.807942003,614.0446029,0.074970588,60.07517647,1634.768245,,,,,,,,,0.065179556
0.16,-36.13717952,-289.0928452,0.004591013,622.4702969,0.065363636,62.50681818,1754.390962,,,,,,,,,0.064167806
0.18,-36.26606269,-289.2314214,0.897080099,631.5242931,0.059060606,64.85966667,10892.33054,,,,,,,,,0.063504089
0.2,-36.20394602,-289.3465087,0.285059431,644.1869996,0.066909091,68.89648485,1750.543916,,,,,,,,,0.06409168
0.22,-36.25007678,-289.5075994,0.493014843,658.7507231,0.064818182,71.81775758,1294.485323,,,,,,,,,0.063848704
0.24,-36.32248557,-289.7508022,0.829082283,672.7666959,0.071515152,73.47254545,1212.935818,,,,,,,,,0.063520684
0.26,-36.23807104,-289.9259317,-0.021363382,679.9680061,0.060852941,74.54008824,1577.060847,,,,,,,,,0.065466258
0.28,-36.25953783,-289.904897,0.171405591,679.1141595,0.062606061,75.7229697,1764.714028,,,,,,,,,0.065621435
0.3,-36.33940213,-290.3414838,0.373733179,672.3156072,0.069030303,75.51351515,2002.939949,,,,,,,,,0.063396258
0.32,-36.37809455,-290.5172621,0.507494334,658.4607375,0.052969697,74.8740303,1572.160178,,,,,,,,,0.064255609
0.34,-36.33752709,-290.3952866,0.304930133,641.4482463,0.057545455,73.91272727,1848.928776,,,,,,,,,0.063791191
0.36,-36.45587089,-290.6373851,1.009582055,619.0795497,0.067735294,72.38382353,1791.200713,,,,,,,,,0.064671991
0.38,-36.28054788,-290.8239691,-0.579586072,591.3773916,0.049727273,70.5539697,1454.882179,,,,,,,,,0.065312844
0.4,-36.31421616,-290.6895782,-0.175848938,561.4122083,0.054939394,69.9330303,1718.48905,,,,,,,,,0.064660231
0.42,-36.34645584,-290.8977546,-0.126107881,526.9361372,0.037818182,68.83318182,2339.387437,,,,,,,,,0.064053176
0.44,-36.4528042,-290.9476066,0.674827002,499.0652947,0.040909091,69.23060606,2658.573741,,,,,,,,,0.064980364
0.46,-36.43831901,-291.014907,0.491645123,485.9837201,0.051454545,70.92769697,2039.464371,,,,,,,,,0.064321582
0.48,-36.5632701,-291.2891441,1.217016655,488.5462076,0.029205882,73.85008824,2029.236994,,,,,,,,,0.063665889
0.5,-36.43553736,-291.2468871,0.237411793,508.2803941,0.051575758,77.12227273,1781.857397,,,,,,,,,0.064906836
0.52,-36.46096028,-291.3990383,0.28864394,537.8911505,0.039969697,79.17066667,1849.65756,,,,,,,,,0.064098596
0.54,-36.51348541,-291.6585355,0.449347822,566.4064056,0.052272727,79.31424242,2668.006774,,,,,,,,,0.063009324
0.56,-36.43753603,-291.5323276,-0.032039378,587.1242688,0.046848485,79.16584848,2623.037689,,,,,,,,,0.063540613
0.58,-36.5046322,-291.729146,0.307911608,601.6235511,0.041090909,77.3560303,2479.896502,,,,,,,,,0.063460382
0.6,-36.48131785,-292.0308643,-0.180321524,607.9151024,0.043882353,75.84338235,2387.071829,,,,,,,,,0.06432113
0.62,-36.64326489,-292.2987019,0.847417256,608.0354559,0.055515152,74.9360303,2168.99279,,,,,,,,,0.063924356
0.64,-36.55433104,-292.1108064,0.323841891,605.4255851,0.053575758,75.00357576,2368.769377,,,,,,,,,0.064647173
0.66,-36.57132315,-292.3803115,0.190273681,609.582046,0.046969697,76.26324242,2116.638778,,,,,,,,,0.065249259
0.68,-36.57168717,-292.4174086,0.156088777,625.0801677,0.044333333,78.21733333,2884.462646,,,,,,,,,0.064364533
0.7,-36.53397347,-292.3779621,-0.106174279,645.8302516,0.06330303,80.94442424,2019.43564,,,,,,,,,0.064371209
0.72,-36.5699907,-292.6915932,-0.131667611,671.5868524,0.061558824,83.33161765,1831.220032,,,,,,,,,0.064168806
0.74,-36.73217814,-292.824416,1.033009113,702.5707761,0.064636364,86.13421212,3072.578322,,,,,,,,,0.063789689
0.76,-36.60463771,-292.9047198,-0.067618052,722.6120062,0.056727273,86.97690909,1759.483983,,,,,,,,,0.064292827
0.78,-36.65011599,-292.956231,0.244696924,727.9606303,0.065484848,86.51936364,1850.093449,,,,,,,,,0.064112222
0.8,-36.74661868,-293.1698296,0.803119822,723.4175219,0.060545455,85.24118182,7582.053583,,,,,,,,,0.064965298
0.82,-36.72469515,-292.9442712,0.853290034,717.5268331,0.062176471,84.52111765,1950.412049,,,,,,,,,0.065171867
0.84,-36.79261895,-293.1481306,1.192821042,713.4613481,0.0454,83.4436,2063.62276,,,,,,,,,0.065401389
0.86,-36.79692536,-292.9099129,1.465490026,711.0917511,0.058857143,83.42217143,2239.392926,,,,,,,,,0.063403372
0.88,-36.70388085,-293.0277278,0.603318955,702.5286414,0.060153846,82.55297436,10797.79436,,,,,,,,,0.065223269
0.9,-36.73063278,-293.2349269,0.610135329,692.3636206,0.063052632,80.996,79985.01841,,,,,,,,,0.064791582
0.92,-36.77802699,-293.1095679,1.114648061,679.1364661,0.063487179,79.59892308,12630.06346,,,,,,,,,0.063877898
0.94,-36.68287079,-293.2517126,0.211253737,665.725641,0.055710526,77.99302632,4361.755983,,,,,,,,,0.06434725
0.96,-36.6921361,-293.5089542,0.028134591,645.5749651,0.059076923,76.49038462,2820.363373,,,,,,,,,0.064323458
0.98,-36.6143123,-293.4556785,-0.541180087,623.764079,0.060871795,78.13441026,2580.303885,,,,,,,,,0.064044074
1,-36.77800326,-293.0163974,1.207628677,608.8121426,0.063526316,81.38742105,2675.573661,,,,,,,,,0.063768853
1.02,-36.52431668,-293.208909,-1.014375536,605.2520894,0.053538462,83.35348718,2604.721233,,,,,,,,,0.064613824
1.04,-36.69308517,-293.1978838,0.346797558,611.1345715,0.053921053,83.89005263,3320.755832,,,,,,,,,0.064272
1.06,-36.46846387,-293.3059516,-1.558240596,620.0562284,0.059025641,83.44735897,4676.34047,,,,,,,,,0.065569389
1.08,-36.35258234,-293.2247505,-2.404091761,628.8745705,0.049657895,82.07168421,7509.776117,,,,,,,,,0.063400987
1.1,-36.56792648,-293.6207701,-1.077358344,635.6237483,0.053794872,80.93674359,9952.727363,,,,,,,,,0.065333657
1.12,-36.45045526,-293.5914142,-1.987772123,640.7945067,0.057921053,80.25678947,10699.92938,,,,,,,,,0.064341858
1.14,-36.38990455,-293.8736245,-2.754388146,645.166011,0.060512821,80.69915385,8781.265945,,,,,,,,,0.063490463
1.16,-36.46768089,-293.6825722,-1.941125112,648.9283888,0.048769231,81.63510256,7149.559311,,,,,,,,,0.064052764
1.18,-36.49143138,-293.8091043,-1.877653269,656.4359254,0.058447368,84.94742105,7017.972222,,,,,,,,,0.064689806
1.2,-36.64646207,-294.0281583,-0.856461731,667.5766965,0.056358974,86.79107692,8149.804691,,,,,,,,,0.06464224
1.22,-36.5420643,-294.1971126,-1.860598166,675.9107508,0.073421053,87.21268421,10772.95508,,,,,,,,,0.065136935
1.24,-36.63458683,-294.3908353,-1.314140739,680.881337,0.063974359,87.34523077,10243.56468,,,,,,,,,0.063938204
1.26,-36.63523931,-294.5667709,-1.484856455,679.2404983,0.071210526,85.89252632,6613.447552,,,,,,,,,0.065027509
1.28,-36.80068605,-294.8426962,-0.437207768,669.6487306,0.068205128,83.90125641,5336.819082,,,,,,,,,0.063079769
1.3,-36.76495354,-295.1988592,-1.079230869,654.3933072,0.057973684,82.70573684,4223.861553,,,,,,,,,0.066266787
1.32,-36.86321795,-295.4211654,-0.515421878,634.7513129,0.067282051,80.99951282,3041.263012,,,,,,,,,0.065522329
1.34,-36.82429419,-295.6243779,-1.030024402,615.9939508,0.064948718,79.90728205,2528.985287,,,,,,,,,0.064688611
1.36,-36.6405897,-295.5709782,-2.446260652,596.8642253,0.068421053,78.58626316,2207.142157,,,,,,,,,0.063840418
1.38,-36.83398657,-295.8016773,-1.129784777,577.3341552,0.067358974,77.72061538,2199.53968,,,,,,,,,0.064175074
1.4,-36.8667651,-295.6449786,-0.710857797,558.502177,0.063157895,76.026,7860.479016,,,,,,,,,0.065203662
1.42,-36.77813376,-295.842068,-1.616997943,534.9119817,0.057923077,73.4675641,2290.032979,,,,,,,,,0.063731491
1.44,-36.91724379,-295.5701389,-0.232188602,508.4160599,0.053578947,71.19644737,2595.626621,,,,,,,,,0.064174702
1.46,-36.70672806,-292.8554927,0.798331761,497.7516845,0.053307692,69.73376923,2829.296662,,,,,,,,,0.064231204
1.48,-36.56137789,-292.2240053,0.26701781,506.4294038,0.060605263,70.03313158,12455.97188,,,,,,,,,0.065779218
1.5,-36.61396827,-293.2105875,-0.298841419,524.4427564,0.059487179,70.31489744,2707.06414,,,,,,,,,0.065626083
1.52,-36.66120826,-293.8667004,-0.57703435,541.6855533,0.050289474,70.38044737,9577.884977,,,,,,,,,0.063883944
1.54,-36.71666957,-293.9902855,-0.256928879,548.7857501,0.0446875,70.1248125,4322.258405,,,,,,,,,0.065696202
1.56,-36.8271075,-294.3038492,0.313010811,553.840361,0.054878788,70.15651515,4817.87814,,,,,,,,,0.064386709
1.58,-37.0666631,-294.6095896,1.92371524,554.0659053,0.044757576,69.70166667,29722.51141,,,,,,,,,0.064637202
1.6,-36.86439242,-295.4364375,-0.52129811,547.9439862,0.042272727,67.985,39699.63717,,,,,,,,,0.063569545
1.62,-37.01875198,-297.3783385,-1.228322655,539.6310644,0.056393939,67.45015152,6491.715238,,,,,,,,,0.063316402
1.64,-37.15558763,-297.8666239,-0.621922823,527.0972404,0.048575758,65.90978788,4773.241196,,,,,,,,,0.065266485
1.66,-37.2842206,-298.7375344,-0.463769544,518.4157951,0.04378125,66.06571875,6417.679585,,,,,,,,,0.064422222
1.68,-37.22102267,-299.0026592,-1.234477909,511.8246631,0.055787879,66.38327273,26401.31651,,,,,,,,,0.063557481
1.7,-37.31814988,-299.3882818,-0.843082759,507.4104372,0.050333333,67.76527273,76060.43374,,,,,,,,,0.063330444
1.72,-37.3175906,-300.0300368,-1.489312006,504.5105807,0.05569697,68.39109091,81640.67383,,,,,,,,,0.064496111
1.74,-37.432801,-300.2238223,-0.761414269,505.2194345,0.060151515,67.77051515,73645.98315,,,,,,,,,0.063879471
1.76,-37.55229917,-300.8189669,-0.400573595,516.4644334,0.053030303,66.43066667,71990.91298,,,,,,,,,0.063348275
1.78,-37.33902943,-301.1435913,-2.431355813,538.535563,0.059727273,64.86715152,75652.12806,,,,,,,,,0.064026778
1.8,-37.49469397,-301.649112,-1.691560275,559.2191919,0.065125,63.540375,70464.13526,,,,,,,,,0.063588614
1.82,-37.69267688,-302.3419737,-0.800558597,575.7503874,0.086060606,62.25581818,65059.94341,,,,,,,,,0.062004614
1.84,-37.56367107,-302.7476792,-2.238310639,584.1277505,0.099848485,60.48351515,63602.98238,,,,,,,,,0.065010741
1.86,-37.85008138,-304.2950902,-1.494439138,586.6552797,0.129555556,59.66859259,66099.12286,,,,,,,,,0.064567049
2.64,-38.66774643,-310.3738035,-1.031832085,648.4649446,0.203,125.556,49303.21961,,,,,,,,,0.071678889
2.66,-38.774136,-310.2911447,-0.098056756,704.1546282,0.171527778,155.0967778,59697.53938,,,,,,,,,0.070877051
2.68,-38.78754287,-310.2812196,0.019123343,784.8585755,0.163405405,188.9976216,81195.29559,,,,,,,,,0.070754545
2.7,-38.82662678,-310.1061757,0.506838532,826.7662715,0.170972222,194.3301389,82828.41076,,,,,,,,,0.071615303
2.72,-38.71152824,-309.9646509,-0.27242499,838.2112891,0.177837838,185.5351351,85246.21018,,,,,,,,,0.071470918
2.74,-38.74943768,-309.9726242,0.022877307,829.2131978,0.192805556,169.3073611,89190.44059,,,,,,,,,0.071223667
2.76,-38.79748813,-309.8190456,0.560859429,812.2520386,0.208,153.8355946,88939.29621,,,,,,,,,0.071373879
2.78,-38.61789649,-309.5874437,-0.644271806,792.1156919,0.211351351,140.8565405,84997.54165,,,,,,,,,0.071595527
2.8,-38.66598471,-309.4374211,-0.109543408,777.9161891,0.235583333,129.5239722,83285.49855,,,,,,,,,0.071796414
2.82,-38.65828538,-309.2627969,0.003486125,765.6114406,0.256783784,118.5398108,73586.09245,,,,,,,,,0.070793495
2.84,-38.4345479,-308.9817406,-1.505357329,755.8643715,0.260055556,109.2348056,71491.00729,,,,,,,,,0.071090773
2.86,-38.44564017,-308.6261975,-1.061076131,744.6145662,0.273756757,101.3349189,78136.47442,,,,,,,,,0.071583404
2.88,-38.45228866,-308.3606735,-0.742364208,730.4445444,0.280108108,93.19148649,82872.94532,,,,,,,,,0.071018768
2.9,-38.48159215,-307.6502637,0.202473522,716.0944492,0.298805556,86.99788889,73279.30194,,,,,,,,,0.070736638
2.92,-38.44126851,-306.8192643,0.710883768,702.4487119,0.293297297,80.18002703,64210.92154,,,,,,,,,0.071112202
2.94,-38.18073082,-306.1472574,-0.701410876,690.7702363,0.300805556,75.05216667,64792.38434,,,,,,,,,0.071459283
2.96,-38.23828009,-304.9085743,0.997666476,681.0215737,0.304189189,71.41402703,34483.4388,,,,,,,,,0.070530589
2.98,-38.01010571,-303.8916203,0.189225396,669.1462922,0.304054054,68.10894595,17596.59732,,,,,,,,,0.070841323
3,-37.92865141,-303.0912743,0.337937037,654.4495957,0.294916667,64.90388889,21979.55845,,,,,,,,,0.071317798
3.02,-37.86244811,-301.9731144,0.926470519,637.6222964,0.289648649,63.59745946,9820.942778,,,,,,,,,0.071520638
3.04,-37.54462215,-300.7503777,-0.393400493,625.8235063,0.294444444,66.71447222,5319.045881,,,,,,,,,0.071572576
3.06,-37.39624681,-298.9035259,0.266448598,620.8706917,0.280837838,70.25486486,5427.973336,,,,,,,,,0.070950727
3.08,-37.36022958,-297.7706978,1.111138813,618.2891088,0.274459459,71.90602703,6752.374384,,,,,,,,,0.071086788
3.1,-37.13845643,-296.4174492,0.690202288,617.4803721,0.264027778,70.71816667,4062.41385,,,,,,,,,0.071536087
3.12,-37.01734815,-295.376316,0.762469184,618.5185828,0.247108108,69.16405405,5277.841162,,,,,,,,,0.070373818
3.14,-37.1394283,-294.7741274,2.341298994,624.7916699,0.225555556,66.97077778,5614.698357,,,,,,,,,0.071262434
3.16,-36.99731683,-294.1193783,1.859156282,634.983345,0.216567568,64.1967027,4663.452698,,,,,,,,,0.071202792
3.18,-36.8323031,-293.0860583,1.57236652,644.0475694,0.183081081,61.49851351,4659.843281,,,,,,,,,0.071230758
3.2,-36.70735202,-291.9090627,1.749753416,644.4260422,0.169972222,58.31116667,4628.647282,,,,,,,,,0.070857636
3.22,-36.72212962,-290.8487164,2.928320506,639.1784172,0.146104167,54.29958333,4184.470784,,,,,,,,,0.071467032
3.24,-36.53504909,-289.8342945,2.446098201,635.425902,0.146914286,50.74417143,2702.365583,,,,,,,,,0.070838465
3.26,-36.45725411,-289.3195991,2.338433791,635.1984769,0.124027778,43.50705556,2697.124668,,,,,,,,,0.070774609
3.28,-36.31600019,-288.1922388,2.335762689,637.3800738,0.129083333,41.32225,2288.417763,,,,,,,,,0.071337141
3.3,-36.35409295,-287.1763015,3.656442079,643.0977108,0.116114286,41.83188571,2031.633638,,,,,,,,,0.071068444
3.32,-36.452028,-287.1211484,4.495075667,652.0026694,0.117611111,47.74413889,5420.706148,,,,,,,,,0.070493636
3.34,-36.39272323,-286.9621459,4.179639991,662.8078915,0.113942857,49.04231429,1091.169795,,,,,,,,,0.071711874
3.36,-36.3445853,-287.0033983,3.753284026,669.1606344,0.112444444,49.08891667,1182.041271,,,,,,,,,0.071339354
3.38,-36.36639697,-287.1825462,3.748629567,669.9035566,0.1014,39.51108571,8800.303558,,,,,,,,,0.071322667
3.4,-36.28271408,-287.4592138,2.802498857,667.6571014,0.109666667,38.00027778,6069.943474,,,,,,,,,0.070703141
3.42,-36.36695625,-287.5875024,3.348147623,664.8698797,0.091514286,38.04254286,2823.82795,,,,,,,,,0.071066116
3.44,-36.4315213,-288.0058971,3.446273305,661.7903745,0.088,39.10555556,2169.27423,,,,,,,,,0.07050302
3.46,-36.4693251,-288.7691839,2.985416848,658.0480167,0.085735294,37.30485294,1825.549306,,,,,,,,,0.071046697
3.54,-36.74976361,-289.1589804,4.839128457,652.255364,0.099071429,37.0725,1737.291866,,,,,,,,,0.071159333
3.56,-36.59371069,-289.8080002,2.941685381,647.5855674,0.096485714,38.64208571,1845.920544,,,,,,,,,0.070759056
3.58,-36.84930208,-290.1871764,4.607240206,638.7570118,0.092911765,37.11988235,1922.033089,,,,,,,,,0.070667206
3.6,-36.77739125,-290.8292312,3.389898735,631.9833094,0.085970588,38.64232353,5301.763485,,,,,,,,,0.071218656
3.62,-36.78967401,-291.1797104,3.137681701,624.9036979,0.092914286,41.90634286,2829.634943,,,,,,,,,0.07161
3.64,-36.68185355,-291.7312995,1.723528928,621.7135026,0.094323529,41.21373529,1843.538832,,,,,,,,,0.070204578
3.66,-37.03682124,-292.4132879,3.881281987,620.9643373,0.098970588,42.11702941,1617.87314,,,,,,,,,0.070671735
3.68,-37.01214887,-292.428681,3.668509972,622.2958894,0.108628571,43.4494,1967.186058,,,,,,,,,0.069893211
3.7,-36.85528511,-292.7290115,2.113269412,623.8361374,0.092147059,44.48626471,1817.095621,,,,,,,,,0.071280053
3.72,-36.88494842,-292.6937743,2.385813109,630.2352572,0.102470588,41.79358824,1580.393905,,,,,,,,,0.070492466
3.74,-37.00328879,-292.4906888,3.535621507,635.6381655,0.0862,43.87225714,1495.47146,,,,,,,,,0.071097822
3.76,-37.09974989,-292.2704342,4.527564938,641.2542292,0.096970588,41.75255882,1385.522851,,,,,,,,,0.070659376
3.78,-36.65348757,-291.4006644,1.827236173,646.3423098,0.0965,42.59905882,1505.567901,,,,,,,,,0.070163589
3.8,-36.71927801,-290.9605049,2.79371925,652.1947173,0.097142857,41.32771429,1718.474367,,,,,,,,,0.07093091
3.82,-36.613995,-290.2510617,2.660898316,659.7648537,0.099411765,40.72623529,1679.484305,,,,,,,,,0.071992211
3.84,-36.62887244,-289.7698242,3.261155294,668.2054487,0.101971429,38.61951429,1629.389829,,,,,,,,,0.070460159
3.86,-36.54867771,-289.4138726,2.975549101,677.0268694,0.094617647,39.65532353,2072.298131,,,,,,,,,0.070010478
3.88,-36.48555826,-289.0595497,2.824916375,683.6132804,0.092823529,41.48291176,2227.660009,,,,,,,,,0.071043439
3.9,-36.30900927,-288.6982175,1.773856627,688.6130665,0.101857143,41.75051429,3764.998829,,,,,,,,,0.071016178
3.92,-36.3783445,-288.2605151,2.766240923,693.7894416,0.099352941,40.94670588,2988.668924,,,,,,,,,0.07020618
3.94,-36.32437894,-288.2027466,2.392284943,700.8440809,0.097970588,43.26417647,2227.997045,,,,,,,,,0.072202378
3.96,-36.5355593,-287.906137,4.378337371,718.5422178,0.0988,48.07242857,1574.948672,,,,,,,,,0.070590381
3.98,-36.29719202,-287.7809464,2.596589749,739.2700146,0.096852941,48.51847059,1262.986211,,,,,,,,,0.071248267
4,-36.39723225,-287.4330993,3.744758787,755.1273455,0.103117647,45.17438235,1289.897766,,,,,,,,,0.070638423
4.02,-36.46570895,-287.2460817,4.479589868,762.6626992,0.097571429,41.72894286,1456.998824,,,,,,,,,0.070831333
4.04,-36.32068152,-287.1950772,3.370374918,767.5197872,0.100705882,42.56552941,1523.959763,,,,,,,,,0.0706562
4.06,-36.26879552,-287.2197436,2.9306206,773.9813374,0.107588235,46.36432353,6677.946064,,,,,,,,,0.070375915
4.08,-36.47858315,-287.2318543,4.596810852,781.7360895,0.105228571,49.63762857,1138.362862,,,,,,,,,0.070580456
4.1,-36.30705181,-287.5898582,2.866556243,786.9044377,0.108411765,45.25702941,1124.613071,,,,,,,,,0.071058
4.12,-36.3169116,-288.0292356,2.506057216,789.4953009,0.098735294,39.93008824,1191.886681,,,,,,,,,0.071430144
4.14,-36.55115029,-288.6566918,3.75251046,788.4072275,0.099314286,38.69931429,1363.050343,,,,,,,,,0.070428677
4.16,-36.6605619,-289.7149117,3.569583517,783.4707637,0.099058824,38.13482353,1476.925261,,,,,,,,,0.070658367
4.18,-36.88167455,-290.947799,4.105597399,778.9463408,0.109514286,39.58628571,1306.658745,,,,,,,,,0.070762254
4.2,-36.84600531,-291.9929142,2.775128312,773.076096,0.108588235,39.3885,1316.560564,,,,,,,,,0.071231489
4.22,-37.00151449,-293.3112088,2.700907146,767.5822176,0.101323529,38.71029412,1230.665,,,,,,,,,0.070774243
4.24,-37.02574805,-294.1523121,2.053672314,759.5090703,0.100714286,36.70831429,1302.582021,,,,,,,,,0.071689633
4.26,-37.34965206,-295.6416882,3.155528283,749.7895432,0.089323529,38.27270588,2757.946509,,,,,,,,,0.070737852
4.28,-37.46916385,-297.1902561,2.563054676,739.3948755,0.097764706,37.28132353,11452.76353,,,,,,,,,0.070283524
4.3,-37.65701116,-299.39968,1.856409248,729.579919,0.090714286,39.18122857,23736.65419,,,,,,,,,0.071634689
4.32,-38.00960547,-301.1883283,2.888515496,722.6947337,0.099058824,36.68458824,21383.89268,,,,,,,,,0.071774751
4.34,-37.90145304,-303.0914399,0.120184453,717.6690836,0.096941176,36.45294118,23020.04672,,,,,,,,,0.070518322
4.36,-38.2236934,-304.6681651,1.121382158,714.3575949,0.1084,38.88265714,28691.78414,,,,,,,,,0.070649101
4.38,-38.44404673,-306.2834373,1.268936484,712.86194,0.107941176,39.73635294,29436.53545,,,,,,,,,0.072255744
4.4,-38.28212716,-307.147618,-0.890600739,708.3981638,0.111235294,38.87917647,29368.25016,,,,,,,,,0.070773778
4.42,-38.69707396,-308.2441671,1.332424539,703.9870075,0.1116,38.73877143,28247.68536,,,,,,,,,0.0708653
4.44,-38.65176052,-308.5876952,0.626388981,697.7403964,0.117071429,40.70771429,28056.99496,,,,,,,,,0.071204148
4.48,-38.71545041,-309.0417846,0.681818693,692.3699706,0.110157895,42.48226316,29475.31238,,,,,,,,,0.070784711
4.5,-38.74205308,-309.0756852,0.860739408,681.1076264,0.103918919,41.09648649,31628.6974,,,,,,,,,0.070652292
4.52,-38.61339817,-309.1789916,-0.271806197,664.9448457,0.10925,39.23538889,32625.01984,,,,,,,,,0.069429378
4.54,-38.64058669,-309.2549286,-0.130235034,648.3788919,0.108648649,38.71937838,40276.12165,,,,,,,,,0.070679825
4.56,-38.6326657,-308.7782936,0.283032028,632.6025518,0.106108108,36.85994595,36289.66228,,,,,,,,,0.070659836
4.58,-38.7422066,-309.0676626,0.869990216,617.2851599,0.103108108,38.12962162,35976.74223,,,,,,,,,0.07041793
4.6,-38.75326048,-309.1914575,0.83462639,604.8624872,0.113222222,36.69108333,37099.54786,,,,,,,,,0.071163678
4.62,-38.66536677,-309.4157817,-0.092847531,596.1161799,0.110621622,39.1712973,32328.70743,,,,,,,,,0.070627602
4.64,-38.74914406,-309.5935286,0.39962395,590.0064337,0.116432432,38.63854054,31750.72713,,,,,,,,,0.07011414
4.66,-38.87991954,-309.4096722,1.629684177,582.5198432,0.105486486,38.05037838,30164.87244,,,,,,,,,0.070515906
4.68,-38.70789351,-309.6590516,0.004096485,575.1161184,0.109055556,37.19883333,27212.81928,,,,,,,,,0.071182189
4.7,-38.93142756,-309.1663406,2.285079935,565.481396,0.113864865,36.58172973,43314.94571,,,,,,,,,0.06984614
4.72,-38.65423613,-308.8415487,0.392340293,559.8019136,0.111540541,38.26751351,37832.70958,,,,,,,,,0.069724667
4.74,-38.74196672,-308.7316198,1.204113916,558.4824378,0.116054054,37.15183784,29203.32833,,,,,,,,,0.070357871
4.76,-38.60042522,-308.4059216,0.397480159,561.5843213,0.111638889,38.74877778,22587.80182,,,,,,,,,0.069909944
4.78,-38.64371959,-308.2321397,0.917616965,570.214298,0.113675676,38.12227027,12815.59252,,,,,,,,,0.070300269
4.8,-38.89448534,-308.6599088,2.495973856,584.2444109,0.105897959,37.23767347,11819.4318,,,,,,,,,0.071019103
4.82,-39.09499431,-309.5988266,3.161127896,594.4480229,0.113077922,37.20185714,23261.34518,,,,,,,,,0.069357694
4.84,-39.34797734,-311.4432106,3.340608109,602.1207506,0.099619048,37.83516667,31708.49575,,,,,,,,,0.070973778
4.86,-39.36566926,-312.9711116,1.954242418,605.2427926,0.1076,38.14255,20397.81703,,,,,,,,,0.070460239
4.88,-39.52743938,-313.6920901,2.527424916,605.5611879,0.10695,36.03595,11740.46388,,,,,,,,,0.070608391
4.9,-39.69695423,-313.8626637,3.712970181,605.0039962,0.10655,39.94595,9239.663382,,,,,,,,,0.071334
4.92,-39.58406382,-313.6247647,3.047745905,600.175002,0.09765,37.292925,9250.844778,,,,,,,,,0.069932124
4.94,-39.5141395,-313.4242314,2.688884559,588.9515702,0.090325,37.399825,9089.013425,,,,,,,,,0.071138871
4.96,-39.60744501,-313.1288595,3.730700541,572.978743,0.08245,37.499975,9012.150733,,,,,,,,,0.070918969
4.98,-39.4686589,-312.5613329,3.187938255,557.4835087,0.08225,35.66395,7876.955982,,,,,,,,,0.070516291
5,-39.60157263,-312.1230976,4.689483415,540.7146934,0.087375,37.685075,7076.933138,,,,,,,,,0.070751947
5.02,-39.42570829,-311.6538535,3.751812834,523.7336147,0.0795,36.57455,6236.667198,,,,,,,,,0.070837316
5.04,-39.36009347,-311.0241558,3.856591942,507.8934521,0.08015,37.29195,5250.158161,,,,,,,,,0.071679129
5.06,-39.3447897,-310.6923989,4.065918754,496.855751,0.073375,37.593025,4868.490092,,,,,,,,,0.070606622
5.08,-39.11364973,-310.08913,2.820067875,488.1529481,0.07455,34.322725,5521.301451,,,,,,,,,0.070864338
5.1,-39.23564658,-309.3284616,4.556711029,482.9538534,0.064025641,36.31476923,7015.973883,,,,,,,,,0.070215111
5.12,-38.88377863,-308.8216942,2.248534881,480.8563908,0.0646,35.054225,7204.236637,,,,,,,,,0.07016568
5.14,-38.74956251,-307.899548,2.096952075,484.491403,0.060325,34.556925,6851.561,,,,,,,,,0.070897573
5.16,-38.64651097,-306.841453,2.330634792,492.6370142,0.06075,36.31265,6841.101859,,,,,,,,,0.071433724
5.18,-38.59807226,-306.2423204,2.542257673,503.1440567,0.0645,39.0023,10293.14569,,,,,,,,,0.071171218
5.2,-38.5831605,-305.9463244,2.718959607,509.8303564,0.0582,36.628825,15211.34823,,,,,,,,,0.070416062
5.22,-38.40319298,-305.3690283,1.856515583,509.193566,0.068125,34.0398,13394.23272,,,,,,,,,0.070371615
5.24,-38.36073754,-304.7893042,2.096596116,504.1523082,0.067225,35.644825,11748.52679,,,,,,,,,0.070830116
5.26,-38.12962337,-304.177288,0.859698971,498.1293319,0.0684,36.6848,9824.189842,,,,,,,,,0.071938524
5.28,-38.15926119,-303.6919361,1.582153476,492.3982178,0.0671,36.1019,10815.35541,,,,,,,,,0.070725707
5.3,-38.00826096,-303.2738142,0.792273422,489.028535,0.0707,34.70385,9587.80785,,,,,,,,,0.071469511
5.32,-37.97729753,-302.5460186,1.272361615,484.91593,0.0801,37.681925,4111.783051,,,,,,,,,0.070716551
