depth_m,AC,DC
25.585,1.29E-08,3.68E-06
25.595,1.25E-08,3.43E-06
25.605,1.23E-08,3.32E-06
25.615,1.20E-08,3.09E-06
25.625,1.16E-08,2.79E-06
25.635,1.13E-08,2.45E-06
25.645,1.11E-08,2.14E-06
25.655,1.09E-08,1.83E-06
25.665,1.08E-08,1.53E-06
25.675,1.09E-08,1.27E-06
25.685,1.10E-08,1.16E-06
25.695,1.11E-08,1.09E-06
25.705,1.12E-08,1.05E-06
25.715,1.12E-08,1.02E-06
25.725,1.13E-08,9.89E-07
25.735,1.13E-08,9.96E-07
25.745,1.12E-08,9.87E-07
25.755,1.12E-08,9.72E-07
25.765,1.11E-08,9.65E-07
25.775,1.11E-08,9.69E-07
25.785,1.10E-08,1.01E-06
25.795,1.10E-08,1.05E-06
25.805,1.10E-08,1.02E-06
25.815,1.09E-08,1.01E-06
25.825,1.08E-08,1.01E-06
25.835,1.08E-08,9.58E-07
25.845,1.07E-08,9.33E-07
25.855,1.07E-08,9.43E-07
25.865,1.07E-08,9.43E-07
25.875,1.06E-08,9.46E-07
25.885,1.06E-08,8.97E-07
25.895,1.06E-08,8.45E-07
25.905,1.06E-08,8.39E-07
25.915,1.07E-08,7.99E-07
25.925,1.07E-08,7.64E-07
25.935,1.07E-08,7.69E-07
25.945,1.07E-08,7.42E-07
25.955,1.07E-08,7.25E-07
25.965,1.07E-08,6.96E-07
25.975,1.08E-08,6.58E-07
25.985,1.08E-08,6.41E-07
25.995,1.08E-08,6.53E-07
26.005,1.09E-08,6.33E-07
26.015,1.10E-08,6.26E-07
26.025,1.17E-08,7.56E-07
26.035,1.19E-08,7.25E-07
26.045,1.22E-08,7.08E-07
26.055,,
26.065,,
26.075,,
26.085,,
26.095,,
26.105,,
26.115,,
26.125,1.19E-08,6.45E-07
26.135,1.19E-08,6.21E-07
26.145,1.19E-08,5.72E-07
26.155,1.19E-08,5.20E-07
26.165,1.07E-08,4.33E-07
26.175,1.07E-08,3.76E-07
26.185,1.08E-08,3.65E-07
26.195,1.10E-08,3.53E-07
26.205,1.12E-08,3.67E-07
26.215,1.14E-08,3.94E-07
26.225,1.15E-08,4.06E-07
26.235,1.16E-08,4.42E-07
26.245,1.18E-08,4.75E-07
26.255,1.19E-08,4.99E-07
26.265,1.20E-08,5.48E-07
26.275,1.21E-08,5.77E-07
26.285,1.21E-08,6.04E-07
26.295,1.21E-08,6.39E-07
26.305,1.22E-08,6.57E-07
26.315,1.22E-08,6.75E-07
26.325,1.22E-08,7.07E-07
26.335,1.22E-08,7.21E-07
26.345,1.22E-08,7.59E-07
26.355,1.21E-08,8.00E-07
26.365,1.20E-08,8.31E-07
26.375,1.18E-08,8.52E-07
26.385,1.17E-08,8.91E-07
26.395,1.16E-08,9.15E-07
26.405,1.16E-08,9.32E-07
26.415,1.16E-08,9.57E-07
26.425,1.16E-08,9.85E-07
26.435,1.17E-08,1.02E-06
26.445,1.17E-08,1.05E-06
26.455,1.17E-08,1.12E-06
26.465,1.17E-08,1.18E-06
26.475,1.16E-08,1.24E-06
26.485,1.15E-08,1.28E-06
26.495,1.14E-08,1.36E-06
26.505,1.13E-08,1.46E-06
26.515,1.12E-08,1.56E-06
26.525,1.10E-08,1.68E-06
26.535,1.08E-08,1.80E-06
26.545,1.07E-08,1.92E-06
26.555,1.07E-08,2.04E-06
26.565,1.07E-08,2.19E-06
26.575,1.06E-08,2.26E-06
26.585,1.07E-08,2.31E-06
26.595,1.07E-08,2.42E-06
26.605,1.08E-08,2.59E-06
26.615,1.09E-08,2.72E-06
26.625,1.09E-08,2.78E-06
26.635,1.10E-08,2.84E-06
26.645,1.12E-08,2.99E-06
26.655,1.13E-08,3.19E-06
26.665,1.13E-08,3.30E-06
26.675,1.15E-08,3.43E-06
26.685,1.17E-08,3.52E-06
26.695,1.19E-08,3.66E-06
26.705,1.21E-08,3.74E-06
26.715,1.23E-08,3.82E-06
26.725,1.24E-08,3.92E-06
26.735,1.27E-08,4.10E-06
26.745,1.31E-08,4.32E-06
26.755,1.35E-08,4.59E-06
26.765,1.38E-08,4.89E-06
26.775,1.41E-08,5.09E-06
26.785,1.48E-08,5.32E-06
26.795,1.52E-08,5.61E-06
26.805,1.56E-08,5.87E-06
26.815,1.61E-08,5.97E-06
26.825,1.65E-08,6.22E-06
26.835,1.69E-08,6.41E-06
26.845,1.73E-08,6.60E-06
26.855,1.75E-08,6.54E-06
26.865,1.76E-08,6.57E-06
26.875,1.78E-08,6.68E-06
26.885,1.79E-08,6.62E-06
26.895,1.82E-08,6.66E-06
26.905,1.83E-08,6.65E-06
26.915,1.85E-08,6.57E-06
26.925,1.89E-08,6.64E-06
26.935,,
26.945,,
26.955,,
26.965,,
26.975,,
26.985,,
26.995,,
27.005,,
27.015,,
27.025,,
27.035,,
27.045,,
27.055,,
27.065,,
27.075,1.94E-08,8.12E-06
27.085,1.94E-08,8.02E-06
27.095,1.93E-08,8.04E-06
27.105,1.91E-08,8.07E-06
27.115,1.90E-08,8.15E-06
27.125,1.89E-08,8.11E-06
27.135,1.89E-08,8.09E-06
27.145,1.87E-08,7.98E-06
27.155,1.87E-08,7.96E-06
27.165,1.87E-08,8.02E-06
27.175,1.87E-08,8.01E-06
27.185,1.87E-08,7.80E-06
27.195,1.87E-08,7.82E-06
27.205,1.87E-08,7.84E-06
27.215,1.88E-08,8.00E-06
27.225,1.89E-08,7.98E-06
27.235,1.92E-08,7.98E-06
27.245,1.93E-08,7.87E-06
27.255,1.94E-08,7.95E-06
27.265,1.92E-08,7.97E-06
27.275,1.93E-08,8.00E-06
27.285,1.94E-08,8.05E-06
27.295,1.93E-08,7.94E-06
27.305,1.93E-08,7.88E-06
27.315,1.94E-08,7.73E-06
27.325,1.94E-08,7.80E-06
27.335,1.93E-08,7.81E-06
27.345,1.93E-08,7.77E-06
27.355,1.93E-08,7.64E-06
27.365,1.91E-08,7.60E-06
27.375,1.88E-08,7.53E-06
27.385,1.87E-08,7.54E-06
27.395,1.86E-08,7.38E-06
27.405,1.83E-08,7.34E-06
27.415,1.81E-08,7.31E-06
27.425,1.81E-08,7.21E-06
27.435,1.79E-08,7.06E-06
27.445,1.79E-08,7.20E-06
27.455,1.77E-08,7.23E-06
27.465,1.77E-08,7.28E-06
27.475,1.78E-08,7.12E-06
27.485,1.77E-08,7.06E-06
27.495,1.78E-08,7.12E-06
27.505,1.79E-08,7.11E-06
27.515,1.79E-08,6.96E-06
27.525,1.80E-08,7.11E-06
27.535,1.80E-08,7.18E-06
27.545,1.79E-08,7.07E-06
27.555,1.77E-08,7.04E-06
27.565,1.78E-08,7.11E-06
27.575,1.78E-08,7.06E-06
27.585,1.79E-08,7.09E-06
27.595,1.79E-08,7.14E-06
27.605,1.79E-08,7.08E-06
27.615,1.78E-08,7.11E-06
27.625,1.78E-08,7.13E-06
27.635,1.77E-08,7.02E-06
27.645,1.77E-08,6.97E-06
27.655,1.78E-08,7.11E-06
27.665,1.77E-08,7.08E-06
27.675,1.75E-08,6.95E-06
27.685,1.76E-08,6.98E-06
27.695,1.76E-08,6.96E-06
27.705,1.76E-08,6.87E-06
27.715,1.74E-08,6.86E-06
27.725,1.73E-08,6.77E-06
27.735,1.72E-08,6.62E-06
27.745,1.72E-08,6.53E-06
27.755,1.70E-08,6.48E-06
27.765,1.69E-08,6.34E-06
27.775,1.66E-08,6.13E-06
27.785,1.66E-08,6.14E-06
27.795,1.65E-08,6.10E-06
27.805,1.64E-08,5.74E-06
27.815,1.63E-08,5.75E-06
27.825,1.63E-08,5.77E-06
27.835,1.63E-08,5.65E-06
27.845,1.63E-08,5.55E-06
27.855,1.62E-08,5.40E-06
27.865,1.62E-08,5.44E-06
27.875,1.63E-08,5.41E-06
27.885,1.65E-08,5.27E-06
27.895,1.66E-08,5.23E-06
27.905,1.66E-08,5.25E-06
27.915,1.69E-08,5.27E-06
27.925,1.73E-08,5.56E-06
27.935,1.75E-08,5.46E-06
27.945,,
27.955,,
27.965,,
27.975,,
27.985,,
27.995,,
28.005,,
28.015,,
28.025,,
28.035,,
28.045,,
28.055,,
28.065,,
28.075,,
28.085,,
28.095,,
28.105,,
28.115,,
28.125,,
28.135,1.43E-08,4.62E-06
28.145,1.36E-08,4.54E-06
28.155,1.31E-08,4.45E-06
28.165,1.27E-08,4.36E-06
28.175,1.24E-08,4.11E-06
28.185,1.23E-08,3.94E-06
28.195,1.23E-08,3.71E-06
28.205,1.21E-08,3.60E-06
28.215,1.20E-08,3.55E-06
28.225,1.20E-08,3.64E-06
28.235,1.19E-08,3.58E-06
28.245,1.18E-08,3.45E-06
28.255,1.17E-08,3.35E-06
28.265,1.15E-08,3.25E-06
28.275,1.15E-08,3.24E-06
28.285,1.14E-08,3.16E-06
28.295,1.14E-08,3.09E-06
28.305,1.14E-08,3.16E-06
28.315,1.14E-08,3.05E-06
28.325,1.13E-08,3.02E-06
28.335,1.12E-08,2.97E-06
28.345,1.12E-08,2.97E-06
28.355,1.11E-08,2.95E-06
28.365,1.10E-08,2.88E-06
28.375,1.11E-08,2.89E-06
28.385,1.12E-08,2.86E-06
28.395,1.11E-08,2.73E-06
28.405,1.11E-08,2.77E-06
28.415,1.11E-08,2.90E-06
28.425,1.11E-08,2.93E-06
28.435,1.11E-08,2.87E-06
28.445,1.11E-08,2.87E-06
28.455,1.11E-08,2.85E-06
28.465,1.10E-08,2.78E-06
28.475,1.11E-08,2.81E-06
28.485,1.11E-08,2.83E-06
28.495,1.10E-08,2.78E-06
28.505,1.10E-08,2.78E-06
28.515,1.11E-08,2.79E-06
28.525,1.11E-08,2.78E-06
28.535,1.11E-08,2.79E-06
28.545,1.11E-08,2.84E-06
28.555,1.11E-08,2.81E-06
28.565,1.12E-08,2.74E-06
28.575,1.12E-08,2.82E-06
28.585,1.11E-08,2.85E-06
28.595,1.12E-08,2.88E-06
28.605,1.12E-08,2.94E-06
28.615,1.12E-08,2.90E-06
28.625,1.12E-08,2.90E-06
28.635,1.12E-08,2.91E-06
28.645,1.12E-08,2.94E-06
28.655,1.12E-08,2.92E-06
28.665,1.12E-08,2.90E-06
28.675,1.13E-08,2.89E-06
28.685,1.13E-08,2.93E-06
28.695,1.13E-08,2.92E-06
28.705,1.13E-08,2.86E-06
28.715,1.13E-08,2.83E-06
28.725,1.13E-08,2.82E-06
28.735,1.14E-08,2.84E-06
28.745,1.15E-08,2.91E-06
28.755,1.15E-08,3.02E-06
28.765,1.15E-08,3.03E-06
28.775,1.16E-08,3.01E-06
28.785,1.16E-08,3.13E-06
28.795,1.18E-08,3.12E-06
28.805,1.18E-08,3.15E-06
28.815,1.19E-08,3.19E-06
28.825,1.20E-08,3.26E-06
28.835,1.21E-08,3.28E-06
28.845,1.21E-08,3.25E-06
28.855,1.22E-08,3.30E-06
28.865,1.24E-08,3.38E-06
28.875,1.26E-08,3.45E-06
28.885,1.27E-08,3.45E-06
28.895,1.28E-08,3.54E-06
28.905,1.27E-08,3.46E-06
28.915,1.44E-08,4.49E-06
28.925,1.49E-08,4.74E-06
28.935,1.54E-08,4.68E-06
28.945,1.58E-08,4.73E-06
28.955,1.60E-08,6.40E-06
28.965,1.45E-08,5.70E-06
28.975,1.37E-08,5.13E-06
28.985,1.38E-08,5.18E-06
28.995,1.41E-08,5.28E-06
29.005,1.46E-08,5.24E-06
29.015,1.47E-08,5.48E-06
29.025,1.47E-08,5.44E-06
29.035,1.47E-08,5.37E-06
29.045,1.46E-08,5.40E-06
29.055,1.46E-08,5.38E-06
29.065,1.45E-08,5.37E-06
29.075,1.45E-08,5.33E-06
29.085,1.44E-08,5.18E-06
29.095,1.44E-08,5.06E-06
29.105,1.44E-08,5.00E-06
29.115,1.43E-08,4.94E-06
29.125,1.42E-08,4.95E-06
29.135,1.42E-08,4.99E-06
29.145,1.42E-08,5.00E-06
29.155,1.41E-08,4.93E-06
29.165,1.39E-08,4.89E-06
29.175,1.39E-08,4.86E-06
29.185,1.38E-08,4.78E-06
29.195,1.38E-08,4.67E-06
29.205,1.38E-08,4.59E-06
29.215,1.38E-08,4.49E-06
29.225,1.37E-08,4.41E-06
29.235,1.36E-08,4.36E-06
29.245,1.35E-08,4.34E-06
29.255,1.35E-08,4.27E-06
29.265,1.35E-08,4.27E-06
29.275,1.33E-08,4.27E-06
29.285,1.33E-08,4.20E-06
29.295,1.32E-08,4.12E-06
29.305,1.31E-08,4.01E-06
29.315,1.31E-08,4.00E-06
29.325,1.31E-08,3.95E-06
29.335,1.32E-08,3.88E-06
29.345,1.33E-08,4.04E-06
29.355,1.33E-08,4.10E-06
29.365,1.33E-08,4.15E-06
29.375,1.33E-08,4.08E-06
29.385,1.33E-08,3.95E-06
29.395,1.33E-08,3.90E-06
29.405,1.32E-08,3.89E-06
29.415,1.31E-08,3.77E-06
29.425,1.31E-08,3.69E-06
29.435,1.31E-08,3.65E-06
29.445,1.30E-08,3.67E-06
29.455,1.29E-08,3.62E-06
29.465,1.28E-08,3.54E-06
29.475,1.27E-08,3.39E-06
29.485,1.25E-08,3.29E-06
29.495,1.23E-08,2.96E-06
29.505,1.22E-08,2.76E-06
29.515,1.22E-08,2.76E-06
29.525,1.22E-08,2.77E-06
29.535,1.22E-08,2.81E-06
29.545,1.23E-08,2.83E-06
29.555,1.25E-08,2.82E-06
29.565,1.28E-08,2.91E-06
29.575,1.23E-08,2.79E-06
29.585,1.28E-08,2.88E-06
29.595,1.35E-08,2.95E-06
29.605,1.41E-08,3.01E-06
29.615,,
29.625,,
29.635,,
29.645,,
29.655,,
29.665,,
29.675,1.43E-08,5.31E-06
29.685,1.41E-08,5.29E-06
29.695,1.40E-08,5.19E-06
29.705,1.37E-08,4.96E-06
29.715,1.35E-08,4.64E-06
29.725,1.35E-08,4.69E-06
29.735,1.35E-08,4.74E-06
29.745,1.35E-08,4.70E-06
29.755,1.35E-08,4.70E-06
29.765,1.34E-08,4.67E-06
29.775,1.34E-08,4.62E-06
29.785,1.35E-08,4.72E-06
29.795,1.34E-08,4.69E-06
29.805,1.34E-08,4.66E-06
29.815,1.34E-08,4.69E-06
29.825,1.34E-08,4.67E-06
29.835,1.35E-08,4.74E-06
29.845,1.34E-08,4.72E-06
29.855,1.34E-08,4.71E-06
29.865,1.33E-08,4.69E-06
29.875,1.34E-08,4.67E-06
29.885,1.33E-08,4.59E-06
29.895,1.33E-08,4.60E-06
29.905,1.33E-08,4.61E-06
29.915,1.33E-08,4.69E-06
29.925,1.33E-08,4.73E-06
29.935,1.32E-08,4.76E-06
29.945,1.32E-08,4.74E-06
29.955,1.32E-08,4.73E-06
29.965,1.32E-08,4.66E-06
29.975,1.32E-08,4.61E-06
29.985,1.32E-08,4.58E-06
29.995,1.32E-08,4.52E-06
30.005,1.32E-08,4.57E-06
30.015,1.32E-08,4.49E-06
30.025,1.32E-08,4.52E-06
30.035,1.31E-08,4.51E-06
30.045,1.31E-08,4.38E-06
30.055,1.30E-08,4.17E-06
30.065,1.30E-08,4.21E-06
30.075,1.29E-08,4.13E-06
30.085,1.30E-08,4.21E-06
30.095,1.30E-08,4.25E-06
30.105,1.29E-08,4.14E-06
30.115,1.29E-08,4.17E-06
30.125,1.29E-08,4.21E-06
30.135,1.29E-08,4.05E-06
30.145,1.28E-08,3.99E-06
30.155,1.27E-08,3.78E-06
30.165,1.27E-08,3.67E-06
30.175,1.26E-08,3.78E-06
30.185,1.26E-08,3.73E-06
30.195,1.26E-08,3.70E-06
30.205,1.26E-08,3.76E-06
30.215,1.25E-08,3.72E-06
30.225,1.25E-08,3.77E-06
30.235,1.25E-08,3.83E-06
30.245,1.24E-08,3.81E-06
30.255,1.24E-08,3.80E-06
30.265,1.24E-08,3.72E-06
30.275,1.24E-08,3.73E-06
30.285,1.24E-08,3.72E-06
30.295,1.24E-08,3.73E-06
30.305,1.24E-08,3.80E-06
30.315,1.24E-08,3.71E-06
30.325,1.24E-08,3.59E-06
30.335,1.23E-08,3.64E-06
30.345,1.23E-08,3.77E-06
30.355,1.25E-08,3.87E-06
30.365,1.25E-08,3.88E-06
30.375,1.25E-08,3.85E-06
30.385,1.25E-08,3.92E-06
30.395,1.24E-08,3.89E-06
30.405,1.24E-08,3.78E-06
30.415,1.24E-08,3.64E-06
30.425,1.24E-08,3.58E-06
30.435,1.24E-08,3.52E-06
30.445,1.24E-08,3.61E-06
30.455,1.24E-08,3.54E-06
30.465,1.25E-08,3.55E-06
30.475,1.27E-08,3.65E-06
30.485,1.27E-08,3.70E-06
30.495,1.29E-08,3.73E-06
30.505,1.30E-08,3.70E-06
30.515,1.30E-08,3.66E-06
30.525,1.31E-08,3.67E-06
30.535,1.31E-08,3.57E-06
30.545,1.32E-08,3.49E-06
30.555,1.33E-08,3.53E-06
30.565,1.33E-08,3.56E-06
30.575,1.34E-08,3.57E-06
30.585,1.40E-08,3.60E-06
30.595,1.44E-08,3.84E-06
30.605,1.47E-08,3.90E-06
30.615,,
30.625,,
30.635,,
30.645,,
30.655,,
30.665,,
30.675,,
30.685,,
30.695,,
30.705,,
30.715,,
30.725,,
30.735,,
30.745,,
30.755,,
30.765,1.41E-08,2.78E-06
30.775,1.40E-08,2.74E-06
30.785,1.39E-08,2.91E-06
30.795,1.30E-08,3.33E-06
30.805,1.28E-08,3.37E-06
30.815,1.27E-08,3.24E-06
30.825,1.26E-08,3.22E-06
30.835,1.26E-08,3.22E-06
30.845,1.26E-08,3.18E-06
30.855,1.25E-08,3.10E-06
30.865,1.24E-08,3.02E-06
30.875,1.24E-08,2.92E-06
30.885,1.24E-08,2.88E-06
30.895,1.23E-08,2.80E-06
30.905,1.23E-08,2.85E-06
30.915,1.23E-08,2.81E-06
30.925,1.23E-08,2.75E-06
30.935,1.23E-08,2.77E-06
30.945,1.23E-08,2.77E-06
30.955,1.23E-08,2.92E-06
30.965,1.23E-08,2.95E-06
30.975,1.23E-08,3.03E-06
30.985,1.23E-08,3.01E-06
30.995,1.24E-08,2.91E-06
31.005,1.24E-08,2.82E-06
31.015,1.26E-08,2.77E-06
31.025,1.26E-08,2.83E-06
31.035,1.27E-08,2.91E-06
31.045,1.27E-08,3.02E-06
31.055,1.28E-08,3.10E-06
31.065,1.29E-08,3.22E-06
31.075,1.30E-08,3.32E-06
31.085,1.31E-08,3.35E-06
31.095,1.31E-08,3.42E-06
31.105,1.32E-08,3.54E-06
31.115,1.32E-08,3.66E-06
31.125,1.34E-08,3.76E-06
31.135,1.36E-08,3.97E-06
31.145,1.36E-08,4.04E-06
31.155,1.38E-08,4.13E-06
31.165,1.39E-08,4.10E-06
31.175,1.40E-08,4.23E-06
31.185,1.43E-08,4.16E-06
31.195,1.44E-08,4.07E-06
31.205,1.45E-08,4.35E-06
31.215,1.46E-08,4.66E-06
31.225,1.46E-08,4.69E-06
31.235,1.47E-08,4.68E-06
31.245,1.47E-08,4.85E-06
31.255,1.49E-08,4.94E-06
31.265,1.50E-08,4.86E-06
31.275,1.50E-08,4.49E-06
31.285,1.49E-08,4.74E-06
31.295,1.49E-08,4.79E-06
31.305,1.48E-08,4.71E-06
31.315,1.48E-08,4.71E-06
31.325,1.47E-08,4.70E-06
31.335,1.45E-08,4.52E-06
31.345,1.42E-08,4.36E-06
31.355,1.39E-08,4.12E-06
31.365,1.38E-08,4.08E-06
31.375,1.40E-08,4.32E-06
31.385,1.40E-08,4.22E-06
31.395,1.42E-08,4.37E-06
31.405,1.41E-08,4.28E-06
31.415,1.41E-08,4.09E-06
31.425,1.40E-08,3.97E-06
31.435,1.41E-08,4.02E-06
31.445,1.40E-08,4.10E-06
31.455,1.39E-08,3.85E-06
31.465,1.39E-08,3.59E-06
31.475,1.40E-08,3.35E-06
31.485,1.40E-08,3.31E-06
31.495,1.39E-08,3.07E-06
31.505,1.38E-08,2.90E-06
31.515,1.40E-08,2.75E-06
31.525,1.41E-08,2.63E-06
31.535,1.41E-08,2.65E-06
31.545,1.38E-08,2.80E-06
31.555,1.28E-08,3.40E-06
31.565,1.29E-08,3.30E-06
31.575,1.28E-08,3.03E-06
31.585,1.28E-08,3.16E-06
31.595,1.27E-08,3.43E-06
31.605,1.25E-08,3.58E-06
31.615,1.25E-08,3.74E-06
31.625,1.26E-08,3.75E-06
31.635,1.28E-08,3.87E-06
31.645,1.30E-08,3.96E-06
31.655,,
31.665,,
31.675,,
31.685,,
31.695,1.55E-08,5.68E-06
31.705,1.51E-08,5.78E-06
31.715,1.47E-08,5.72E-06
31.725,1.46E-08,5.87E-06
31.735,1.45E-08,5.93E-06
31.745,1.35E-08,4.88E-06
31.755,1.32E-08,4.74E-06
31.765,1.31E-08,4.77E-06
31.775,1.31E-08,4.61E-06
31.785,1.30E-08,4.49E-06
31.795,1.29E-08,4.46E-06
31.805,1.29E-08,4.32E-06
31.815,1.27E-08,4.31E-06
31.825,1.26E-08,4.27E-06
31.835,1.26E-08,4.32E-06
31.845,1.25E-08,4.31E-06
31.855,1.24E-08,4.27E-06
31.865,1.23E-08,4.27E-06
31.875,1.23E-08,4.13E-06
31.885,1.22E-08,4.03E-06
31.895,1.21E-08,3.97E-06
31.905,1.20E-08,3.82E-06
31.915,1.21E-08,3.80E-06
31.925,1.20E-08,3.83E-06
31.935,1.20E-08,3.74E-06
31.945,1.21E-08,3.70E-06
31.955,1.20E-08,3.71E-06
31.965,1.19E-08,3.69E-06
31.975,1.19E-08,3.65E-06
31.985,1.19E-08,3.56E-06
31.995,1.19E-08,3.49E-06
32.005,1.18E-08,3.38E-06
32.015,1.19E-08,3.22E-06
32.025,1.19E-08,3.15E-06
32.035,1.19E-08,3.14E-06
32.045,1.19E-08,3.17E-06
32.055,1.18E-08,3.23E-06
32.065,1.18E-08,3.29E-06
32.075,1.17E-08,3.37E-06
32.085,1.18E-08,3.47E-06
32.095,1.19E-08,3.49E-06
32.105,1.19E-08,3.49E-06
32.115,1.19E-08,3.50E-06
32.125,1.19E-08,3.53E-06
32.135,1.19E-08,3.50E-06
32.145,1.19E-08,3.48E-06
32.155,1.19E-08,3.62E-06
32.165,1.19E-08,3.65E-06
32.175,1.20E-08,3.63E-06
32.185,1.19E-08,3.59E-06
32.195,1.20E-08,3.52E-06
32.205,1.20E-08,3.55E-06
32.215,1.21E-08,3.58E-06
32.225,1.20E-08,3.57E-06
32.235,1.20E-08,3.69E-06
32.245,1.20E-08,3.71E-06
32.255,1.20E-08,3.74E-06
32.265,1.20E-08,3.67E-06
32.275,1.21E-08,3.66E-06
32.285,1.21E-08,3.66E-06
32.295,1.21E-08,3.75E-06
32.305,1.22E-08,3.74E-06
32.315,1.23E-08,3.74E-06
32.325,1.23E-08,3.76E-06
32.335,1.25E-08,3.86E-06
32.345,1.26E-08,3.87E-06
32.355,1.27E-08,3.95E-06
32.365,1.27E-08,3.88E-06
32.375,1.28E-08,3.83E-06
32.385,1.30E-08,3.83E-06
32.395,1.30E-08,3.69E-06
32.405,1.30E-08,3.69E-06
32.415,1.31E-08,3.88E-06
32.425,1.32E-08,3.95E-06
32.435,1.33E-08,3.89E-06
32.445,1.33E-08,3.81E-06
32.455,1.49E-08,4.09E-06
32.465,1.51E-08,4.26E-06
32.475,1.55E-08,4.50E-06
32.485,1.61E-08,4.78E-06
32.495,1.66E-08,5.04E-06
32.505,,
32.515,,
32.525,,
32.535,,
32.545,1.47E-08,
32.555,1.46E-08,4.85E-06
32.565,1.43E-08,4.91E-06
32.575,1.40E-08,5.04E-06
32.585,1.42E-08,5.19E-06
32.595,1.45E-08,5.22E-06
32.605,1.46E-08,5.56E-06
32.615,1.47E-08,5.83E-06
32.625,1.47E-08,5.91E-06
32.635,1.48E-08,5.90E-06
32.645,1.48E-08,5.96E-06
32.655,1.49E-08,6.03E-06
32.665,1.49E-08,6.21E-06
32.675,1.49E-08,6.29E-06
32.685,1.48E-08,6.30E-06
32.695,1.49E-08,6.37E-06
32.705,1.49E-08,6.44E-06
32.715,1.50E-08,6.48E-06
32.725,1.50E-08,6.48E-06
32.735,1.49E-08,6.48E-06
32.745,1.51E-08,6.60E-06
32.755,1.51E-08,6.59E-06
32.765,1.51E-08,6.53E-06
32.775,1.51E-08,6.49E-06
32.785,1.51E-08,6.45E-06
32.795,1.51E-08,6.45E-06
32.805,1.51E-08,6.39E-06
32.815,1.52E-08,6.42E-06
32.825,1.51E-08,6.41E-06
32.835,1.51E-08,6.26E-06
32.845,1.51E-08,6.21E-06
32.855,1.51E-08,6.23E-06
32.865,1.51E-08,6.17E-06
32.875,1.51E-08,6.18E-06
32.885,1.51E-08,6.09E-06
32.895,1.51E-08,6.09E-06
32.905,1.51E-08,6.12E-06
32.915,1.52E-08,6.10E-06
32.925,1.51E-08,6.09E-06
32.935,1.51E-08,6.02E-06
32.945,1.50E-08,5.89E-06
32.955,1.49E-08,5.84E-06
32.965,1.49E-08,5.75E-06
32.975,1.49E-08,5.62E-06
32.985,1.46E-08,5.49E-06
32.995,1.46E-08,5.41E-06
33.005,1.47E-08,5.47E-06
33.015,1.47E-08,5.52E-06
33.025,1.47E-08,5.51E-06
33.035,1.46E-08,5.59E-06
33.045,1.46E-08,5.51E-06
33.055,1.45E-08,5.47E-06
33.065,1.45E-08,5.35E-06
33.075,1.45E-08,5.35E-06
33.085,1.45E-08,5.27E-06
33.095,1.45E-08,5.19E-06
33.105,1.44E-08,5.13E-06
33.115,1.44E-08,5.24E-06
33.125,1.43E-08,5.25E-06
33.135,1.43E-08,5.13E-06
33.145,1.42E-08,5.11E-06
33.155,1.42E-08,5.24E-06
33.165,1.42E-08,5.35E-06
33.175,1.44E-08,5.36E-06
33.185,1.46E-08,5.36E-06
33.195,1.46E-08,5.54E-06
33.205,1.48E-08,5.59E-06
33.215,1.49E-08,5.53E-06
33.225,1.50E-08,5.55E-06
33.235,1.50E-08,5.60E-06
33.245,1.50E-08,5.69E-06
33.255,1.51E-08,5.75E-06
33.265,1.51E-08,5.76E-06
33.275,1.50E-08,5.83E-06
33.285,1.51E-08,5.72E-06
33.295,1.53E-08,5.63E-06
33.305,1.53E-08,5.59E-06
33.315,1.53E-08,5.64E-06
33.325,1.53E-08,5.67E-06
33.335,1.54E-08,5.56E-06
33.345,1.53E-08,5.43E-06
33.355,1.52E-08,5.40E-06
33.365,1.51E-08,5.23E-06
33.375,1.49E-08,5.04E-06
33.385,1.49E-08,4.89E-06
33.395,1.49E-08,5.01E-06
33.405,1.50E-08,5.01E-06
33.415,1.50E-08,4.93E-06
33.425,1.49E-08,4.95E-06
33.435,1.51E-08,4.96E-06
33.445,1.51E-08,5.03E-06
33.455,1.52E-08,5.01E-06
33.465,1.54E-08,5.05E-06
33.475,1.56E-08,4.95E-06
33.485,,
33.495,,
33.505,,
33.515,,
33.525,,
33.535,,
33.545,,
33.555,,
33.565,,
33.575,,
33.585,1.49E-08,5.86E-06
33.595,1.53E-08,6.11E-06
33.605,1.57E-08,6.94E-06
33.615,1.56E-08,6.95E-06
33.625,1.54E-08,6.88E-06
33.635,1.53E-08,6.87E-06
33.645,1.52E-08,6.93E-06
33.655,1.50E-08,6.89E-06
33.665,1.49E-08,6.93E-06
33.675,1.49E-08,6.90E-06
33.685,1.47E-08,6.89E-06
33.695,1.47E-08,6.90E-06
33.705,1.47E-08,6.86E-06
33.715,1.47E-08,6.87E-06
33.725,1.47E-08,6.81E-06
33.735,1.47E-08,6.80E-06
33.745,1.48E-08,6.75E-06
33.755,1.48E-08,6.75E-06
33.765,1.47E-08,6.70E-06
33.775,1.47E-08,6.66E-06
33.785,1.47E-08,6.56E-06
33.795,1.47E-08,6.53E-06
33.805,1.47E-08,6.62E-06
33.815,1.47E-08,6.61E-06
33.825,1.47E-08,6.65E-06
33.835,1.48E-08,6.66E-06
33.845,1.49E-08,6.59E-06
33.855,1.51E-08,6.59E-06
33.865,1.51E-08,6.60E-06
33.875,1.51E-08,6.62E-06
