depth_m,AC,DC
17.305,1.39E-08,6.88E-06
17.315,1.39E-08,6.90E-06
17.325,1.38E-08,6.96E-06
17.335,1.38E-08,6.93E-06
17.345,1.38E-08,6.97E-06
17.355,1.37E-08,6.91E-06
17.365,1.38E-08,7.02E-06
17.375,1.38E-08,7.05E-06
17.385,1.37E-08,7.15E-06
17.395,1.37E-08,7.19E-06
17.405,1.37E-08,7.19E-06
17.415,1.37E-08,7.16E-06
17.425,1.37E-08,7.23E-06
17.435,1.37E-08,6.91E-06
17.445,1.36E-08,6.87E-06
17.455,1.36E-08,6.78E-06
17.465,1.36E-08,6.64E-06
17.475,1.35E-08,6.58E-06
17.485,1.35E-08,6.54E-06
17.495,1.35E-08,6.55E-06
17.505,1.34E-08,6.52E-06
17.515,1.34E-08,6.51E-06
17.525,1.33E-08,6.55E-06
17.535,1.32E-08,6.65E-06
17.545,1.31E-08,6.65E-06
17.555,1.30E-08,6.70E-06
17.565,1.28E-08,6.63E-06
17.575,1.26E-08,6.56E-06
17.585,1.24E-08,6.39E-06
17.595,1.17E-08,6.26E-06
17.605,1.10E-08,6.22E-06
17.615,1.14E-08,6.16E-06
17.625,1.11E-08,6.16E-06
17.635,1.10E-08,6.18E-06
17.645,1.10E-08,6.13E-06
17.655,1.10E-08,6.17E-06
17.665,1.09E-08,6.05E-06
17.675,1.08E-08,5.97E-06
17.685,1.08E-08,5.90E-06
17.695,1.08E-08,5.89E-06
17.705,1.10E-08,5.89E-06
17.715,1.11E-08,5.82E-06
17.725,1.10E-08,5.80E-06
17.735,1.09E-08,5.76E-06
17.745,1.15E-08,5.63E-06
17.755,1.16E-08,5.65E-06
17.765,1.15E-08,5.63E-06
17.775,1.13E-08,5.56E-06
17.785,1.12E-08,5.48E-06
17.795,1.10E-08,5.42E-06
17.805,1.07E-08,5.16E-06
17.815,1.06E-08,4.70E-06
17.825,1.06E-08,4.72E-06
17.835,1.06E-08,4.90E-06
17.845,1.06E-08,4.98E-06
17.855,1.06E-08,5.04E-06
17.865,1.05E-08,4.96E-06
17.875,1.04E-08,4.93E-06
17.885,1.02E-08,4.76E-06
17.895,1.01E-08,4.73E-06
17.905,1.01E-08,4.69E-06
17.915,1.01E-08,4.61E-06
17.925,1.01E-08,4.66E-06
17.935,1.03E-08,4.73E-06
17.945,1.02E-08,4.82E-06
17.955,1.01E-08,4.85E-06
17.965,1.05E-08,4.90E-06
17.975,9.64E-09,4.88E-06
17.985,9.98E-09,4.89E-06
17.995,1.01E-08,4.89E-06
18.005,1.02E-08,4.87E-06
18.015,1.03E-08,4.84E-06
18.025,1.14E-08,5.34E-06
18.035,1.24E-08,5.92E-06
18.045,,
18.055,,
18.065,,
18.075,,
18.085,1.50E-08,5.57E-06
18.095,1.33E-08,5.02E-06
18.105,1.26E-08,4.59E-06
18.115,1.25E-08,4.67E-06
18.125,1.25E-08,4.69E-06
18.135,1.24E-08,4.75E-06
18.145,1.25E-08,4.77E-06
18.155,1.25E-08,4.82E-06
18.165,1.24E-08,4.70E-06
18.175,1.23E-08,4.81E-06
18.185,1.23E-08,4.83E-06
18.195,1.22E-08,4.89E-06
18.205,1.22E-08,4.87E-06
18.215,1.21E-08,4.85E-06
18.225,1.21E-08,4.87E-06
18.235,1.20E-08,4.91E-06
18.245,1.20E-08,4.90E-06
18.255,1.19E-08,4.86E-06
18.265,1.19E-08,4.82E-06
18.275,1.19E-08,4.73E-06
18.285,1.19E-08,4.75E-06
18.295,1.19E-08,4.78E-06
18.305,1.19E-08,4.78E-06
18.315,1.20E-08,4.77E-06
18.325,1.20E-08,4.75E-06
18.335,1.19E-08,4.70E-06
18.345,1.15E-08,4.72E-06
18.355,1.14E-08,4.77E-06
18.365,1.15E-08,4.86E-06
18.375,1.15E-08,4.85E-06
18.385,1.16E-08,4.84E-06
18.395,1.17E-08,4.87E-06
18.405,1.17E-08,4.96E-06
18.415,1.18E-08,4.96E-06
18.425,1.19E-08,4.98E-06
18.435,1.20E-08,5.04E-06
18.445,1.23E-08,5.08E-06
18.455,1.24E-08,5.12E-06
18.465,1.25E-08,5.18E-06
18.475,1.26E-08,5.24E-06
18.485,1.26E-08,5.27E-06
18.495,1.25E-08,5.32E-06
18.505,1.25E-08,5.49E-06
18.515,1.24E-08,5.57E-06
18.525,1.28E-08,5.54E-06
18.535,1.22E-08,5.54E-06
18.545,1.22E-08,5.57E-06
18.555,1.26E-08,5.73E-06
18.565,1.26E-08,5.70E-06
18.575,1.24E-08,5.69E-06
18.585,1.22E-08,5.64E-06
18.595,1.28E-08,5.62E-06
18.605,1.29E-08,5.56E-06
18.615,1.27E-08,5.52E-06
18.625,1.28E-08,5.31E-06
18.635,1.28E-08,5.16E-06
18.645,1.24E-08,4.85E-06
18.655,1.19E-08,4.47E-06
18.665,1.35E-08,3.89E-06
18.675,1.52E-08,3.91E-06
18.685,,
18.695,1.02E-08,2.79E-06
18.705,1.06E-08,3.11E-06
18.715,1.12E-08,3.39E-06
18.725,1.17E-08,3.51E-06
18.735,1.25E-08,3.67E-06
18.745,1.27E-08,4.08E-06
18.755,1.28E-08,4.43E-06
18.765,1.30E-08,4.90E-06
18.775,1.30E-08,5.46E-06
18.785,1.30E-08,5.68E-06
18.795,1.31E-08,5.72E-06
18.805,1.31E-08,5.73E-06
18.815,1.30E-08,5.68E-06
18.825,1.28E-08,5.55E-06
18.835,1.24E-08,5.31E-06
18.845,1.22E-08,5.25E-06
18.855,1.22E-08,5.28E-06
18.865,1.24E-08,5.41E-06
18.875,1.26E-08,5.47E-06
18.885,1.27E-08,5.55E-06
18.895,1.29E-08,5.62E-06
18.905,1.30E-08,5.63E-06
18.915,1.31E-08,5.65E-06
18.925,1.31E-08,5.67E-06
18.935,1.33E-08,5.75E-06
18.945,1.33E-08,5.86E-06
18.955,1.33E-08,5.79E-06
18.965,1.34E-08,5.80E-06
18.975,1.34E-08,5.85E-06
18.985,1.34E-08,5.88E-06
18.995,1.34E-08,5.85E-06
19.005,1.33E-08,5.80E-06
19.015,1.33E-08,5.82E-06
19.025,1.33E-08,5.73E-06
19.035,1.33E-08,5.66E-06
19.045,1.32E-08,5.69E-06
19.055,1.32E-08,5.75E-06
19.065,1.30E-08,5.70E-06
19.075,1.30E-08,5.72E-06
19.085,1.30E-08,5.73E-06
19.095,1.29E-08,5.70E-06
19.105,1.29E-08,5.67E-06
19.115,1.29E-08,5.78E-06
19.125,1.30E-08,5.85E-06
19.135,1.29E-08,5.89E-06
19.145,1.29E-08,5.89E-06
19.155,1.30E-08,5.91E-06
19.165,1.30E-08,5.95E-06
19.175,1.30E-08,5.94E-06
19.185,1.30E-08,5.98E-06
19.195,1.32E-08,5.99E-06
19.205,1.32E-08,5.98E-06
19.215,1.31E-08,5.86E-06
19.225,1.30E-08,5.82E-06
19.235,1.30E-08,5.63E-06
19.245,1.29E-08,5.77E-06
19.255,1.29E-08,5.81E-06
19.265,1.28E-08,5.89E-06
19.275,1.28E-08,5.83E-06
19.285,1.28E-08,5.81E-06
19.295,1.28E-08,5.90E-06
19.305,1.27E-08,5.92E-06
19.315,1.27E-08,5.80E-06
19.325,1.27E-08,5.80E-06
19.335,1.27E-08,5.76E-06
19.345,1.25E-08,5.80E-06
19.355,1.24E-08,5.75E-06
19.365,1.23E-08,5.54E-06
19.375,1.22E-08,5.44E-06
19.385,1.22E-08,5.30E-06
19.395,1.27E-08,5.32E-06
19.405,1.43E-08,5.82E-06
19.415,1.44E-08,5.81E-06
19.425,1.46E-08,5.69E-06
19.435,1.48E-08,5.69E-06
19.445,1.48E-08,5.61E-06
19.455,1.49E-08,5.41E-06
19.465,1.51E-08,5.31E-06
19.475,1.53E-08,5.16E-06
19.485,1.57E-08,5.00E-06
19.495,1.61E-08,4.83E-06
19.505,,
19.515,,
19.525,,
19.535,,
19.545,,
19.555,,
19.565,,
19.575,,
19.585,,
19.595,,
19.605,,
19.615,,
19.625,,
19.635,,
19.645,,
19.655,,
19.665,,
19.675,,
19.685,,
19.695,,
19.705,,
19.715,,
19.725,,
19.735,,
19.745,1.02E-08,4.77E-06
19.755,1.19E-08,4.00E-06
19.765,1.16E-08,4.13E-06
19.775,1.12E-08,4.04E-06
19.785,1.09E-08,3.98E-06
19.795,1.07E-08,3.97E-06
19.805,1.06E-08,4.03E-06
19.815,1.06E-08,4.10E-06
19.825,1.06E-08,4.05E-06
19.835,1.07E-08,4.11E-06
19.845,1.07E-08,4.21E-06
19.855,1.08E-08,4.22E-06
19.865,1.09E-08,4.31E-06
19.875,1.10E-08,4.47E-06
19.885,1.12E-08,4.53E-06
19.895,1.12E-08,4.52E-06
19.905,1.11E-08,4.50E-06
19.915,1.11E-08,4.50E-06
19.925,1.11E-08,4.49E-06
19.935,1.11E-08,4.43E-06
19.945,1.10E-08,4.27E-06
19.955,1.10E-08,4.24E-06
19.965,1.09E-08,4.25E-06
19.975,1.09E-08,4.26E-06
19.985,1.10E-08,4.33E-06
19.995,1.11E-08,4.22E-06
20.005,1.11E-08,4.27E-06
20.015,1.12E-08,4.21E-06
20.025,1.12E-08,4.18E-06
20.035,1.14E-08,4.18E-06
20.045,1.15E-08,4.11E-06
20.055,1.16E-08,4.13E-06
20.065,1.17E-08,4.22E-06
20.075,1.17E-08,4.33E-06
20.085,1.18E-08,4.41E-06
20.095,1.18E-08,4.40E-06
20.105,1.18E-08,4.34E-06
20.115,1.17E-08,4.37E-06
20.125,1.17E-08,4.29E-06
20.135,1.16E-08,4.27E-06
20.145,1.15E-08,4.21E-06
20.155,1.16E-08,4.16E-06
20.165,1.16E-08,4.12E-06
20.175,1.17E-08,4.06E-06
20.185,1.18E-08,4.07E-06
20.195,1.19E-08,4.10E-06
20.205,1.19E-08,4.04E-06
20.215,1.20E-08,3.97E-06
20.225,1.20E-08,4.05E-06
20.235,1.22E-08,3.84E-06
20.245,1.23E-08,3.80E-06
20.255,1.23E-08,3.80E-06
20.265,1.25E-08,3.89E-06
20.275,1.26E-08,3.93E-06
20.285,1.27E-08,3.77E-06
20.295,1.28E-08,3.96E-06
20.305,1.28E-08,3.97E-06
20.315,1.30E-08,4.00E-06
20.325,1.31E-08,3.90E-06
20.335,1.33E-08,3.70E-06
20.345,1.37E-08,3.87E-06
20.355,1.39E-08,3.84E-06
20.365,,
20.375,,
20.385,,
20.395,,
20.405,,
20.415,,
20.425,1.73E-08,7.64E-06
20.435,1.52E-08,6.41E-06
20.445,1.49E-08,6.43E-06
20.455,1.49E-08,6.38E-06
20.465,1.45E-08,6.37E-06
20.475,1.43E-08,6.42E-06
20.485,1.45E-08,6.43E-06
20.495,1.46E-08,6.54E-06
20.505,1.45E-08,6.65E-06
20.515,1.45E-08,6.68E-06
20.525,1.45E-08,6.67E-06
20.535,1.45E-08,6.68E-06
20.545,1.44E-08,6.73E-06
20.555,1.44E-08,6.76E-06
20.565,1.44E-08,6.76E-06
20.575,1.44E-08,6.74E-06
20.585,1.44E-08,6.70E-06
20.595,1.44E-08,6.66E-06
20.605,1.44E-08,6.55E-06
20.615,1.42E-08,6.46E-06
20.625,1.40E-08,6.42E-06
20.635,1.39E-08,6.46E-06
20.645,1.38E-08,6.38E-06
20.655,1.36E-08,6.33E-06
20.665,1.35E-08,6.18E-06
20.675,1.33E-08,6.03E-06
20.685,1.30E-08,5.93E-06
20.695,1.28E-08,5.82E-06
20.705,1.27E-08,5.69E-06
20.715,1.26E-08,5.50E-06
20.725,1.26E-08,5.52E-06
20.735,1.25E-08,5.52E-06
20.745,1.26E-08,5.51E-06
20.755,1.28E-08,5.50E-06
20.765,1.28E-08,5.48E-06
20.775,1.27E-08,5.33E-06
20.785,1.26E-08,5.16E-06
20.795,1.25E-08,5.07E-06
20.805,1.25E-08,5.02E-06
20.815,1.24E-08,4.91E-06
20.825,1.24E-08,4.80E-06
20.835,1.23E-08,4.72E-06
20.845,1.22E-08,4.58E-06
20.855,1.22E-08,4.46E-06
20.865,1.22E-08,4.37E-06
20.875,1.22E-08,4.17E-06
20.885,1.23E-08,3.97E-06
20.895,1.23E-08,3.79E-06
20.905,1.24E-08,3.58E-06
20.915,1.23E-08,3.43E-06
20.925,1.22E-08,3.34E-06
20.935,1.25E-08,3.32E-06
20.945,1.25E-08,3.23E-06
20.955,1.25E-08,3.15E-06
20.965,1.25E-08,3.09E-06
20.975,1.24E-08,3.04E-06
20.985,1.24E-08,2.98E-06
20.995,1.24E-08,3.01E-06
21.005,1.22E-08,3.00E-06
21.015,1.22E-08,3.08E-06
21.025,1.22E-08,3.24E-06
21.035,1.21E-08,3.35E-06
21.045,1.22E-08,3.44E-06
21.055,1.23E-08,3.57E-06
21.065,1.24E-08,3.70E-06
21.075,1.26E-08,3.74E-06
21.085,1.26E-08,3.86E-06
21.095,1.27E-08,3.94E-06
21.105,1.28E-08,4.09E-06
21.115,1.29E-08,4.21E-06
21.125,1.30E-08,4.26E-06
21.135,1.33E-08,4.34E-06
21.145,1.35E-08,4.51E-06
21.155,1.37E-08,4.59E-06
21.165,1.39E-08,4.58E-06
21.175,1.41E-08,4.67E-06
21.185,1.45E-08,4.72E-06
21.195,1.49E-08,4.60E-06
21.205,1.42E-08,3.43E-06
21.215,,
21.225,,
21.235,,
21.245,,
21.255,,
21.265,1.55E-08,5.93E-06
21.275,1.54E-08,6.07E-06
21.285,1.53E-08,6.11E-06
21.295,1.52E-08,6.21E-06
21.305,1.52E-08,6.31E-06
21.315,1.52E-08,6.41E-06
21.325,1.51E-08,6.49E-06
21.335,1.52E-08,6.64E-06
21.345,1.53E-08,6.72E-06
21.355,1.54E-08,6.76E-06
21.365,1.55E-08,6.84E-06
21.375,1.55E-08,6.91E-06
21.385,1.55E-08,6.86E-06
21.395,1.55E-08,6.82E-06
21.405,1.57E-08,6.84E-06
21.415,1.58E-08,6.88E-06
21.425,1.58E-08,6.93E-06
21.435,1.59E-08,6.92E-06
21.445,1.59E-08,7.04E-06
21.455,1.59E-08,6.98E-06
21.465,1.59E-08,6.92E-06
21.475,1.58E-08,6.81E-06
21.485,1.56E-08,6.80E-06
21.495,1.55E-08,6.74E-06
21.505,1.54E-08,6.62E-06
21.515,1.52E-08,6.55E-06
21.525,1.50E-08,6.51E-06
21.535,1.49E-08,6.52E-06
21.545,1.48E-08,6.44E-06
21.555,1.47E-08,6.34E-06
21.565,1.46E-08,6.24E-06
21.575,1.45E-08,6.14E-06
21.585,1.44E-08,6.07E-06
21.595,1.44E-08,6.13E-06
21.605,1.44E-08,6.13E-06
21.615,1.42E-08,6.04E-06
21.625,1.42E-08,5.98E-06
21.635,1.42E-08,5.94E-06
21.645,1.41E-08,5.89E-06
21.655,1.40E-08,5.91E-06
21.665,1.40E-08,5.81E-06
21.675,1.38E-08,5.71E-06
21.685,1.37E-08,5.60E-06
21.695,1.36E-08,5.58E-06
21.705,1.36E-08,5.50E-06
21.715,1.36E-08,5.41E-06
21.725,1.35E-08,5.31E-06
21.735,1.34E-08,5.22E-06
21.745,1.32E-08,5.22E-06
21.755,1.32E-08,5.16E-06
21.765,1.32E-08,5.05E-06
21.775,1.33E-08,4.95E-06
21.785,1.33E-08,4.94E-06
21.795,1.32E-08,4.88E-06
21.805,1.32E-08,4.94E-06
21.815,1.31E-08,4.91E-06
21.825,1.33E-08,4.91E-06
21.835,1.33E-08,4.93E-06
21.845,1.33E-08,5.04E-06
21.855,1.34E-08,5.13E-06
21.865,1.35E-08,5.16E-06
21.875,1.35E-08,5.17E-06
21.885,1.35E-08,5.21E-06
21.895,1.36E-08,5.25E-06
21.905,1.36E-08,5.33E-06
21.915,1.37E-08,5.37E-06
21.925,1.37E-08,5.35E-06
21.935,1.37E-08,5.32E-06
21.945,1.38E-08,5.26E-06
21.955,1.38E-08,5.19E-06
21.965,1.38E-08,5.18E-06
21.975,1.38E-08,5.19E-06
21.985,1.38E-08,5.12E-06
21.995,1.38E-08,5.09E-06
22.005,1.38E-08,5.01E-06
22.015,1.38E-08,5.00E-06
22.025,1.39E-08,4.93E-06
22.035,1.39E-08,4.86E-06
22.045,1.39E-08,4.76E-06
22.055,1.41E-08,4.62E-06
22.065,1.40E-08,4.24E-06
22.075,,
22.085,,
22.095,,
22.105,,
22.115,,
22.125,1.57E-08,5.54E-06
22.135,1.52E-08,5.52E-06
22.145,1.47E-08,5.46E-06
22.155,1.46E-08,5.47E-06
22.165,1.42E-08,5.25E-06
22.175,1.40E-08,5.17E-06
22.185,1.39E-08,5.12E-06
22.195,1.38E-08,5.14E-06
22.205,1.38E-08,5.16E-06
22.215,1.38E-08,5.18E-06
22.225,1.38E-08,5.19E-06
22.235,1.38E-08,5.24E-06
22.245,1.39E-08,5.29E-06
22.255,1.40E-08,5.29E-06
22.265,1.40E-08,5.28E-06
22.275,1.41E-08,5.36E-06
22.285,1.41E-08,5.41E-06
22.295,1.42E-08,5.50E-06
22.305,1.44E-08,5.59E-06
22.315,1.43E-08,5.63E-06
22.325,1.44E-08,5.71E-06
22.335,1.45E-08,5.78E-06
22.345,1.46E-08,5.82E-06
22.355,1.46E-08,5.86E-06
22.365,1.48E-08,5.90E-06
22.375,1.49E-08,5.92E-06
22.385,1.50E-08,6.00E-06
22.395,1.51E-08,6.04E-06
22.405,1.52E-08,6.00E-06
22.415,1.53E-08,6.03E-06
22.425,1.54E-08,6.00E-06
22.435,1.56E-08,6.09E-06
22.445,1.57E-08,6.11E-06
22.455,1.58E-08,6.22E-06
22.465,1.60E-08,6.26E-06
22.475,1.60E-08,6.24E-06
22.485,1.60E-08,6.25E-06
22.495,1.61E-08,6.25E-06
22.505,1.63E-08,6.36E-06
22.515,1.64E-08,6.43E-06
22.525,1.65E-08,6.43E-06
22.535,1.65E-08,6.36E-06
22.545,1.66E-08,6.39E-06
22.555,1.66E-08,6.39E-06
22.565,1.69E-08,6.41E-06
22.575,1.69E-08,6.35E-06
22.585,1.68E-08,6.38E-06
22.595,1.70E-08,6.43E-06
22.605,1.70E-08,6.47E-06
22.615,1.71E-08,6.51E-06
22.625,1.71E-08,6.48E-06
22.635,1.73E-08,6.52E-06
22.645,1.74E-08,6.48E-06
22.655,1.75E-08,6.62E-06
22.665,1.75E-08,6.63E-06
22.675,1.75E-08,6.60E-06
22.685,1.77E-08,6.62E-06
22.695,1.78E-08,6.71E-06
22.705,1.79E-08,6.69E-06
22.715,1.80E-08,6.65E-06
22.725,1.80E-08,6.61E-06
22.735,1.82E-08,6.58E-06
22.745,1.83E-08,6.56E-06
22.755,1.82E-08,6.51E-06
22.765,1.83E-08,6.62E-06
22.775,1.84E-08,6.65E-06
22.785,1.83E-08,6.59E-06
22.795,1.84E-08,6.51E-06
22.805,1.84E-08,6.52E-06
22.815,1.85E-08,6.53E-06
22.825,1.86E-08,6.61E-06
22.835,1.85E-08,6.54E-06
22.845,1.86E-08,6.64E-06
22.855,1.86E-08,6.61E-06
22.865,1.86E-08,6.54E-06
22.875,1.87E-08,6.57E-06
22.885,1.88E-08,6.59E-06
22.895,1.88E-08,6.51E-06
22.905,1.87E-08,6.49E-06
22.915,1.85E-08,6.21E-06
22.925,1.82E-08,6.13E-06
22.935,1.79E-08,6.13E-06
22.945,1.69E-08,6.14E-06
22.955,1.67E-08,6.09E-06
22.965,1.68E-08,5.94E-06
22.975,1.68E-08,5.90E-06
22.985,1.69E-08,5.91E-06
22.995,1.68E-08,5.97E-06
23.005,1.67E-08,5.95E-06
23.015,1.68E-08,5.89E-06
23.025,1.67E-08,5.91E-06
23.035,1.66E-08,5.83E-06
23.045,1.66E-08,5.72E-06
23.055,1.67E-08,5.71E-06
23.065,1.80E-08,6.22E-06
23.075,1.80E-08,6.01E-06
23.085,1.81E-08,5.69E-06
23.095,1.81E-08,5.63E-06
23.105,1.81E-08,5.79E-06
23.115,1.84E-08,5.69E-06
23.125,1.85E-08,5.80E-06
23.135,1.86E-08,6.01E-06
23.145,1.88E-08,6.25E-06
23.155,,
23.165,,
23.175,,
23.185,,
23.195,,
23.205,,
23.215,,
23.225,,
23.235,,
23.245,1.73E-08,5.31E-06
23.255,1.73E-08,5.58E-06
23.265,1.74E-08,5.89E-06
23.275,1.76E-08,5.69E-06
23.285,1.78E-08,5.64E-06
23.295,1.81E-08,5.67E-06
23.305,1.88E-08,6.16E-06
23.315,1.92E-08,6.61E-06
23.325,1.93E-08,6.90E-06
23.335,1.94E-08,7.17E-06
23.345,1.93E-08,7.24E-06
23.355,1.93E-08,7.34E-06
23.365,1.86E-08,7.30E-06
23.375,1.79E-08,7.21E-06
23.385,1.81E-08,7.07E-06
23.395,1.86E-08,7.46E-06
23.405,1.91E-08,7.72E-06
23.415,1.91E-08,7.73E-06
23.425,1.91E-08,7.73E-06
23.435,1.90E-08,7.77E-06
23.445,1.91E-08,7.85E-06
23.455,1.91E-08,7.87E-06
23.465,1.90E-08,7.77E-06
23.475,1.90E-08,7.77E-06
23.485,1.90E-08,7.79E-06
23.495,1.90E-08,7.81E-06
23.505,1.89E-08,7.81E-06
23.515,1.89E-08,7.89E-06
23.525,1.89E-08,7.86E-06
23.535,1.88E-08,7.86E-06
23.545,1.87E-08,7.85E-06
23.555,1.87E-08,7.87E-06
23.565,1.86E-08,7.90E-06
23.575,1.86E-08,7.85E-06
23.585,1.87E-08,7.81E-06
23.595,1.86E-08,7.76E-06
23.605,1.87E-08,7.75E-06
23.615,1.86E-08,7.77E-06
23.625,1.87E-08,7.81E-06
23.635,1.87E-08,7.81E-06
23.645,1.87E-08,7.86E-06
23.655,1.87E-08,7.87E-06
23.665,1.88E-08,7.85E-06
23.675,1.87E-08,7.79E-06
23.685,1.87E-08,7.73E-06
23.695,1.86E-08,7.75E-06
23.705,1.87E-08,7.75E-06
23.715,1.87E-08,7.67E-06
23.725,1.87E-08,7.67E-06
23.735,1.87E-08,7.69E-06
23.745,1.89E-08,7.80E-06
23.755,1.89E-08,7.78E-06
23.765,1.89E-08,7.74E-06
23.775,1.90E-08,7.69E-06
23.785,1.90E-08,7.67E-06
23.795,1.89E-08,7.59E-06
23.805,1.89E-08,7.63E-06
23.815,1.89E-08,7.65E-06
23.825,1.90E-08,7.66E-06
23.835,1.90E-08,7.61E-06
23.845,1.91E-08,7.57E-06
23.855,1.91E-08,7.53E-06
23.865,1.91E-08,7.52E-06
23.875,1.92E-08,7.54E-06
23.885,1.92E-08,7.49E-06
23.895,1.92E-08,7.52E-06
23.905,1.91E-08,7.50E-06
23.915,1.92E-08,7.56E-06
23.925,1.91E-08,7.57E-06
23.935,1.91E-08,7.58E-06
23.945,1.92E-08,7.51E-06
23.955,1.91E-08,7.46E-06
23.965,1.91E-08,7.39E-06
23.975,1.91E-08,7.36E-06
23.985,1.90E-08,7.33E-06
23.995,1.90E-08,7.31E-06
24.005,1.90E-08,7.23E-06
24.015,1.90E-08,7.09E-06
24.025,1.90E-08,7.16E-06
24.035,1.91E-08,7.15E-06
24.045,1.91E-08,7.09E-06
24.055,1.91E-08,6.67E-06
24.065,1.92E-08,6.57E-06
24.075,1.89E-08,6.47E-06
24.085,1.87E-08,6.45E-06
24.095,1.83E-08,6.42E-06
24.105,1.84E-08,6.39E-06
24.115,1.95E-08,6.36E-06
24.125,1.95E-08,5.98E-06
24.135,1.95E-08,5.71E-06
24.145,1.94E-08,5.45E-06
24.155,1.89E-08,5.10E-06
24.165,,
24.175,,
24.185,,
24.195,,
24.205,,
24.215,,
24.225,,
24.235,,
24.245,,
24.255,,
24.265,,
24.275,,
24.285,,
24.295,,
24.305,,
24.315,,
24.325,,
24.335,1.98E-08,6.54E-06
24.345,1.92E-08,6.59E-06
24.355,1.90E-08,6.62E-06
24.365,1.87E-08,6.63E-06
24.375,1.86E-08,6.69E-06
24.385,1.84E-08,6.69E-06
24.395,1.84E-08,6.68E-06
24.405,1.83E-08,6.70E-06
24.415,1.82E-08,6.70E-06
24.425,1.81E-08,6.68E-06
24.435,1.81E-08,6.60E-06
24.445,1.81E-08,6.54E-06
24.455,1.81E-08,6.55E-06
24.465,1.81E-08,6.53E-06
24.475,1.81E-08,6.54E-06
24.485,1.81E-08,6.47E-06
24.495,1.78E-08,6.32E-06
24.505,1.77E-08,6.22E-06
24.515,1.76E-08,6.14E-06
24.525,1.73E-08,6.02E-06
24.535,1.70E-08,5.90E-06
24.545,1.67E-08,5.80E-06
24.555,1.65E-08,5.69E-06
24.565,1.63E-08,5.58E-06
24.575,1.61E-08,5.52E-06
24.585,1.61E-08,5.42E-06
24.595,1.61E-08,5.27E-06
24.605,1.60E-08,5.16E-06
24.615,1.57E-08,5.05E-06
24.625,1.54E-08,4.95E-06
24.635,1.50E-08,4.82E-06
24.645,1.44E-08,4.65E-06
24.655,1.38E-08,4.38E-06
24.665,1.35E-08,4.17E-06
24.675,1.31E-08,3.85E-06
24.685,1.28E-08,3.57E-06
24.695,1.25E-08,3.35E-06
24.705,1.24E-08,3.15E-06
24.715,1.23E-08,2.99E-06
24.725,1.23E-08,2.91E-06
24.735,1.23E-08,2.88E-06
24.745,1.24E-08,2.83E-06
24.755,1.25E-08,2.88E-06
24.765,1.25E-08,2.89E-06
24.775,1.26E-08,2.87E-06
24.785,1.25E-08,2.75E-06
24.795,1.24E-08,2.62E-06
24.805,1.23E-08,2.44E-06
24.815,1.24E-08,2.29E-06
24.825,1.24E-08,2.15E-06
24.835,1.23E-08,2.09E-06
24.845,1.24E-08,1.99E-06
24.855,1.24E-08,1.94E-06
24.865,1.24E-08,1.90E-06
24.875,1.24E-08,1.90E-06
24.885,1.23E-08,1.91E-06
24.895,1.23E-08,1.99E-06
24.905,1.23E-08,2.10E-06
24.915,1.22E-08,2.22E-06
24.925,1.21E-08,2.39E-06
24.935,1.21E-08,2.64E-06
24.945,1.22E-08,2.86E-06
24.955,1.24E-08,3.10E-06
24.965,1.26E-08,3.33E-06
24.975,1.29E-08,3.60E-06
24.985,1.34E-08,3.91E-06
24.995,1.37E-08,4.11E-06
25.005,1.40E-08,4.14E-06
25.015,1.41E-08,4.42E-06
25.025,1.45E-08,4.51E-06
25.035,1.49E-08,4.54E-06
25.045,1.55E-08,4.53E-06
25.055,1.61E-08,4.59E-06
25.065,1.67E-08,4.61E-06
25.075,,
25.085,,
25.095,,
25.105,,
25.115,,
25.125,,
25.135,1.64E-08,6.08E-06
25.145,1.60E-08,5.43E-06
25.155,1.59E-08,5.49E-06
25.165,1.58E-08,5.56E-06
25.175,1.57E-08,5.57E-06
25.185,1.57E-08,5.74E-06
25.195,1.57E-08,5.79E-06
25.205,1.56E-08,5.83E-06
25.215,1.55E-08,5.77E-06
25.225,1.55E-08,5.59E-06
25.235,1.55E-08,5.45E-06
25.245,1.55E-08,5.43E-06
25.255,1.56E-08,5.41E-06
25.265,1.57E-08,5.40E-06
25.275,1.57E-08,5.60E-06
25.285,1.56E-08,5.71E-06
25.295,1.56E-08,5.75E-06
25.305,1.56E-08,5.55E-06
25.315,1.56E-08,5.50E-06
25.325,1.57E-08,5.50E-06
25.335,1.56E-08,5.48E-06
25.345,1.56E-08,5.54E-06
25.355,1.55E-08,5.57E-06
25.365,1.55E-08,5.65E-06
25.375,1.55E-08,5.72E-06
25.385,1.55E-08,5.64E-06
25.395,1.54E-08,5.65E-06
25.405,1.54E-08,5.72E-06
25.415,1.53E-08,5.61E-06
25.425,1.53E-08,5.65E-06
25.435,1.52E-08,5.57E-06
25.445,1.50E-08,5.34E-06
25.455,1.50E-08,5.19E-06
25.465,1.49E-08,5.13E-06
25.475,1.47E-08,5.13E-06
25.485,1.45E-08,4.94E-06
25.495,1.44E-08,4.78E-06
25.505,1.43E-08,4.65E-06
25.515,1.41E-08,4.62E-06
25.525,1.40E-08,4.51E-06
25.535,1.38E-08,4.37E-06
25.545,1.37E-08,4.27E-06
25.555,1.36E-08,4.15E-06
25.565,1.33E-08,3.93E-06
25.575,1.31E-08,3.78E-06
